t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777903755,38,35,3844,20.27,42
1777903756,39,38,3874,20.50,42
1777903757,39,45,3874,20.43,42
1777903758,40,36,3874,20.33,42
1777903759,40,37,3874,20.32,42
1777903760,40,37,3874,20.31,42
1777903761,41,37,3874,20.35,42
1777903762,42,38,3874,20.26,42
1777903763,39,39,3874,20.28,42
1777903764,41,47,3874,20.17,42
1777903765,41,38,3874,20.36,42
1777903766,41,38,3874,20.36,42
1777903767,42,38,3874,20.26,42
1777903768,43,39,3874,20.21,42
1777903769,44,45,3874,20.11,42
1777903770,43,39,3874,20.13,42
1777903771,40,36,3874,20.22,42
1777903772,40,36,3874,20.10,42
1777903773,40,36,3874,20.09,42
1777903774,42,37,3877,20.40,42
1777903775,13,13,3874,31.90,42
1777903776,6,7,3874,31.24,42
1777903777,7,7,3874,29.19,42
1777903778,7,7,3874,29.06,42
1777903779,8,7,3874,29.09,42
1777903780,8,6,3874,29.62,42
1777903781,15,7,3874,30.16,42
1777903782,9,6,3874,30.20,42
1777903783,21,8,3874,30.31,42
1777903784,27,10,3874,30.30,42
1777903785,25,10,3874,30.32,42
1777903786,27,10,3874,30.43,42
1777903787,24,9,3874,30.04,42
1777903788,11,6,3874,29.67,42
1777903789,30,10,3874,30.48,43
1777903790,16,8,3874,30.15,43
1777903791,16,7,3876,31.39,43
1777903792,12,9,3877,32.50,43
1777903793,44,32,3873,32.93,43
1777903794,12,8,3874,31.12,43
1777903795,10,7,3876,31.12,43
1777903796,33,12,4219,31.79,43
1777903797,18,11,4159,33.74,43
1777903798,5,6,4160,32.22,43
1777903799,38,17,4159,33.49,43
1777903800,6,6,4160,30.00,43
1777903801,47,14,4148,32.54,43
1777903802,40,29,4148,34.18,43
1777903803,39,39,4146,35.34,43
1777903804,9,8,4148,30.52,43
1777903805,20,15,4147,32.76,43
1777903806,14,9,4147,30.37,43
1777903807,19,9,4147,30.16,43
1777903808,17,8,4147,30.19,43
1777903809,23,9,4147,30.37,43
1777903810,24,9,4147,30.40,43
1777903811,25,9,4149,30.48,43
1777903812,38,20,4147,32.25,43
1777903813,7,7,4147,29.25,43
1777903814,8,7,4147,29.02,42
1777903815,9,7,4147,28.87,43
1777903816,9,7,4147,28.97,43
1777903817,9,7,4147,28.99,42
1777903818,9,7,4147,25.25,42
1777903819,41,37,4147,20.53,42
1777903820,41,37,4147,20.67,42
1777903821,41,37,4147,20.75,42
1777903822,40,37,4147,20.75,42
1777903823,42,37,4147,23.11,43
1777903824,6,6,4147,29.57,42
1777903825,7,7,4147,29.25,42
1777903826,9,7,4147,28.74,43
1777903827,8,7,4147,24.78,42
1777903828,41,37,4316,21.32,42
1777903829,3,4,4316,41.69,44
1777903830,3,4,4150,44.26,43
1777903831,19,12,4225,33.66,43
1777903832,33,16,4209,32.46,43
1777903833,23,13,4169,32.06,43
1777903834,16,10,4165,30.89,43
