t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777904854,21,10,3930,34.51,46
1777904855,21,10,3959,32.09,46
1777904856,28,10,3959,32.17,46
1777904857,31,10,3959,32.23,46
1777904858,30,9,3957,32.30,46
1777904859,38,11,3957,32.26,46
1777904860,37,10,3957,32.31,46
1777904861,35,10,3957,32.34,46
1777904862,39,11,3957,32.39,46
1777904863,38,11,3957,32.37,46
1777904864,29,9,3957,32.24,46
1777904865,31,10,3957,32.32,46
1777904866,31,9,3957,32.42,46
1777904867,38,11,3957,32.48,46
1777904868,34,10,3957,32.51,46
1777904869,30,11,3957,32.97,46
1777904870,16,9,3882,35.21,47
1777904871,15,8,3884,39.40,47
1777904872,22,11,3884,36.77,47
1777904873,36,16,3870,32.46,46
1777904874,34,16,3903,33.87,46
1777904875,29,15,3906,33.20,47
1777904876,29,12,3906,32.94,46
1777904877,52,22,3895,33.87,46
1777904878,37,18,3895,34.37,47
1777904879,24,12,3895,33.37,46
1777904880,32,16,3896,32.51,46
1777904881,29,14,3896,32.35,46
1777904882,25,11,3896,32.88,46
1777904883,25,11,3895,32.76,46
1777904884,32,14,3895,32.83,46
1777904885,29,11,3895,32.41,46
1777904886,23,12,3898,32.81,46
1777904887,22,10,3897,32.22,46
1777904888,43,17,3898,32.63,46
1777904889,20,9,3898,32.88,46
1777904890,44,16,3898,32.02,46
1777904891,31,12,3888,32.33,46
1777904892,19,9,3885,32.86,47
1777904893,21,10,4085,31.66,46
1777904894,28,10,4085,31.52,46
1777904895,30,10,4085,31.51,46
1777904896,25,9,4039,32.10,46
1777904897,26,9,4050,31.69,46
1777904898,21,9,4034,33.02,46
1777904899,20,9,4033,32.79,46
1777904900,33,16,4032,32.40,46
1777904901,38,17,4032,33.28,47
1777904902,25,11,4031,32.95,46
1777904903,9,6,4029,43.72,47
1777904904,9,6,4029,45.46,47
1777904905,17,8,4029,31.57,47
1777904906,21,11,4030,32.13,46
1777904907,18,9,4034,33.26,46
1777904908,20,9,4033,32.50,47
1777904909,27,14,4033,32.20,46
1777904910,21,8,4033,32.16,46
1777904911,28,9,4033,31.85,47
1777904912,29,9,4034,32.00,46
1777904913,22,9,4030,32.85,46
1777904914,38,16,4029,33.54,47
1777904915,33,15,4029,32.49,47
1777904916,27,12,4029,31.84,46
1777904917,26,9,4029,31.80,46
1777904918,35,11,4029,31.56,46
1777904919,40,12,4029,31.72,46
1777904920,28,8,4029,32.20,46
1777904921,34,8,4029,31.60,46
1777904922,43,11,4029,31.86,46
1777904923,33,8,4029,32.04,46
1777904924,39,11,4037,32.09,46
1777904925,26,11,4037,33.29,47
1777904926,26,11,4038,32.59,46
1777904927,28,12,4037,33.59,47
1777904928,22,9,4038,32.50,46
1777904929,22,9,4038,32.77,46
1777904930,28,13,4037,32.06,47
1777904931,25,8,4037,32.29,47
1777904932,27,8,4037,31.97,46
1777904933,42,16,4046,32.80,47
