t_unix,interval_s,hz_inst
1777904860,0.179666,5.5659
1777904860,0.495635,2.0176
1777904860,0.487694,2.0505
1777904860,0.519251,1.9259
1777904860,0.49045,2.0389
1777904860,0.469632,2.1293
1777904860,0.52079,1.9202
1777904860,0.47717,2.0957
1777904860,0.456661,2.1898
1777904860,0.486648,2.0549
1777904865,0.45969,2.1754
1777904865,0.48163,2.0763
1777904865,0.525229,1.9039
1777904865,0.461158,2.1685
1777904865,0.501135,1.9955
1777904865,0.466099,2.1455
1777904865,0.484211,2.0652
1777904865,0.504872,1.9807
1777904865,0.460075,2.1736
1777904865,0.465918,2.1463
1777904871,0.499482,2.0021
1777904871,0.488442,2.0473
1777904871,0.476175,2.1001
1777904871,0.500272,1.9989
1777904871,0.465041,2.1503
1777904871,0.47141,2.1213
1777904871,0.498765,2.0050
1777904871,0.512925,1.9496
1777904871,0.523258,1.9111
1777904871,0.479512,2.0855
1777904878,0.507152,1.9718
1777904878,0.494829,2.0209
1777904878,0.533557,1.8742
1777904878,0.62027,1.6122
1777904878,0.582336,1.7172
1777904878,0.559488,1.7873
1777904878,0.520166,1.9225
1777904878,0.540302,1.8508
1777904878,0.57435,1.7411
1777904878,0.617876,1.6184
1777904884,0.516197,1.9372
1777904884,0.460543,2.1713
1777904884,0.515897,1.9384
1777904884,0.470171,2.1269
1777904884,0.468698,2.1336
1777904884,0.534421,1.8712
1777904884,0.516552,1.9359
1777904884,0.55921,1.7882
1777904884,0.506094,1.9759
1777904884,0.517683,1.9317
1777904890,0.561139,1.7821
1777904890,0.536382,1.8643
1777904890,0.531878,1.8801
1777904890,0.480502,2.0812
1777904890,0.451725,2.2137
1777904890,0.517884,1.9309
1777904890,0.486571,2.0552
1777904890,0.550037,1.8181
1777904890,0.457091,2.1877
1777904890,0.433,2.3095
1777904896,0.468582,2.1341
1777904896,0.566065,1.7666
1777904896,0.515998,1.9380
1777904896,0.484374,2.0645
1777904896,0.495044,2.0200
1777904896,0.502285,1.9909
1777904896,0.479133,2.0871
1777904896,0.443439,2.2551
1777904896,0.428916,2.3315
1777904896,0.478281,2.0908
1777904902,0.498929,2.0043
1777904902,0.543662,1.8394
1777904902,0.479233,2.0867
1777904902,0.509856,1.9613
1777904902,0.4522,2.2114
1777904902,0.487898,2.0496
1777904902,0.5577,1.7931
1777904902,0.537327,1.8611
1777904902,0.517003,1.9342
1777904902,0.522857,1.9126
1777904908,0.515621,1.9394
1777904908,0.460907,2.1696
1777904908,0.436375,2.2916
1777904908,0.505551,1.9780
1777904908,0.465191,2.1497
1777904908,0.51363,1.9469
1777904908,0.538075,1.8585
1777904908,0.560392,1.7845
1777904908,0.455543,2.1952
1777904908,0.481646,2.0762
1777904914,0.518106,1.9301
1777904914,0.488081,2.0488
1777904914,0.465867,2.1465
1777904914,0.477793,2.0930
1777904914,0.449148,2.2264
1777904914,0.46007,2.1736
1777904914,0.474927,2.1056
1777904914,0.49345,2.0265
1777904914,0.490883,2.0371
1777904914,0.491167,2.0360
1777904920,0.554651,1.8029
1777904920,0.525423,1.9032
1777904920,0.454752,2.1990
1777904920,0.518239,1.9296
1777904920,0.443321,2.2557
1777904920,0.470455,2.1256
1777904920,0.444723,2.2486
1777904920,0.441928,2.2628
1777904920,0.514803,1.9425
1777904920,0.453672,2.2042
1777904926,0.461818,2.1654
1777904926,0.471407,2.1213
1777904926,0.491071,2.0364
1777904926,0.477404,2.0947
1777904926,0.532876,1.8766
1777904926,0.447471,2.2348
1777904926,0.494151,2.0237
1777904926,0.468116,2.1362
1777904926,0.504729,1.9813
1777904926,0.55777,1.7929
1777904932,0.516633,1.9356
1777904932,0.472547,2.1162
1777904932,0.509166,1.9640
1777904932,0.45484,2.1986
1777904932,0.505243,1.9792
1777904932,0.511282,1.9559
1777904932,0.450062,2.2219
1777904932,0.483541,2.0681
1777904932,0.496429,2.0144
1777904932,0.484183,2.0653
