t_unix,interval_s,hz_inst
1777908528,0.055287,18.0874
1777908528,0.0705706,14.1702
1777908528,0.0656398,15.2347
1777908528,0.0706133,14.1616
1777908528,0.0729461,13.7088
1777908528,0.068743,14.5469
1777908528,0.0649489,15.3967
1777908528,0.067789,14.7517
1777908528,0.0654192,15.2860
1777908528,0.068958,14.5016
1777908529,0.0193759,51.6105
1777908529,0.0617122,16.2043
1777908529,0.0642957,15.5531
1777908529,0.0837931,11.9342
1777908529,0.0675034,14.8141
1777908529,0.0789781,12.6617
1777908529,0.068916,14.5104
1777908529,0.0569918,17.5464
1777908529,0.076149,13.1321
1777908529,0.0667978,14.9706
1777908530,0.0631383,15.8382
1777908530,0.0649396,15.3989
1777908530,0.0582805,17.1584
1777908530,0.0626161,15.9703
1777908530,0.0648431,15.4218
1777908530,0.0678351,14.7416
1777908530,0.0725929,13.7755
1777908530,0.0770124,12.9849
1777908530,0.0713173,14.0218
1777908530,0.0783451,12.7640
1777908531,0.076545,13.0642
1777908531,0.0673205,14.8543
1777908531,0.0682964,14.6421
1777908531,0.0640799,15.6055
1777908531,0.0642223,15.5709
1777908531,0.056393,17.7327
1777908531,0.062741,15.9385
1777908531,0.0668519,14.9584
1777908531,0.0670141,14.9222
1777908531,0.0603996,16.5564
1777908532,0.0693496,14.4197
1777908532,0.0653321,15.3064
1777908532,0.0801057,12.4835
1777908532,0.0710164,14.0813
1777908532,0.0789318,12.6692
1777908532,0.0662315,15.0986
1777908532,0.074198,13.4775
1777908532,0.069133,14.4649
1777908532,0.0591173,16.9155
1777908532,0.0644214,15.5228
1777908532,0.0638066,15.6724
1777908532,0.059165,16.9019
1777908532,0.0624769,16.0059
1777908532,0.0652075,15.3357
1777908532,0.0585593,17.0767
1777908532,0.0609485,16.4073
1777908532,0.0647171,15.4519
1777908532,0.065692,15.2226
1777908532,0.0680091,14.7039
1777908532,0.0542413,18.4361
1777908533,0.0661772,15.1109
1777908533,0.0679346,14.7200
1777908533,0.0699189,14.3023
1777908533,0.0639135,15.6461
1777908533,0.0638527,15.6610
1777908533,0.067023,14.9203
1777908533,0.064014,15.6216
1777908533,0.0690252,14.4875
1777908533,0.0660927,15.1303
1777908533,0.057992,17.2438
1777908534,0.0768753,13.0081
1777908534,0.0578341,17.2908
1777908534,0.0632347,15.8141
1777908534,0.06479,15.4345
1777908534,0.0673839,14.8403
1777908534,0.0626265,15.9677
1777908534,0.0590733,16.9281
1777908534,0.0627318,15.9409
1777908534,0.0731798,13.6650
1777908534,0.0718808,13.9119
1777908535,0.0711261,14.0595
1777908535,0.0749583,13.3408
1777908535,0.0679859,14.7089
1777908535,0.0753851,13.2652
1777908535,0.0661681,15.1130
1777908535,0.0630793,15.8531
1777908535,0.0650235,15.3791
1777908535,0.0791019,12.6419
1777908535,0.0659913,15.1535
1777908535,0.075571,13.2326
1777908536,0.0800108,12.4983
1777908536,0.0716636,13.9541
1777908536,0.0694736,14.3940
1777908536,0.0753505,13.2713
1777908536,0.0701913,14.2468
1777908536,0.0653671,15.2982
1777908536,0.0681212,14.6797
1777908536,0.0683089,14.6394
1777908536,0.0784195,12.7519
1777908536,0.0723527,13.8212
1777908537,0.0625222,15.9943
1777908537,0.0603754,16.5630
1777908537,0.0634746,15.7543
1777908537,0.0631115,15.8450
1777908537,0.068281,14.6454
1777908537,0.0659781,15.1565
1777908537,0.0676353,14.7852
1777908537,0.0534097,18.7232
1777908537,0.0793371,12.6044
1777908537,0.0663722,15.0665
1777908537,0.0647291,15.4490
1777908537,0.0671176,14.8992
1777908537,0.0670682,14.9102
1777908537,0.0702952,14.2257
1777908537,0.0736873,13.5709
1777908537,0.0731721,13.6664
1777908537,0.054748,18.2655
1777908537,0.0625254,15.9935
1777908537,0.0651238,15.3554
1777908537,0.0719005,13.9081
1777908538,0.0706958,14.1451
1777908538,0.0634012,15.7726
1777908538,0.0710885,14.0670
1777908538,0.071127,14.0594
1777908538,0.074173,13.4820
1777908538,0.0654351,15.2823
1777908538,0.0678504,14.7383
1777908538,0.0559159,17.8840
1777908538,0.0628656,15.9070
1777908538,0.0635544,15.7346
1777908539,0.0630942,15.8493
1777908539,0.0703475,14.2151
1777908539,0.0664274,15.0540
1777908539,0.0552014,18.1155
1777908539,0.0750506,13.3243
1777908539,0.0695302,14.3822
1777908539,0.0681444,14.6747
1777908539,0.0537708,18.5975
1777908539,0.0628313,15.9156
1777908539,0.0654248,15.2847
1777908540,0.0798673,12.5208
1777908540,0.0598531,16.7076
1777908540,0.0611708,16.3477
1777908540,0.0654934,15.2687
1777908540,0.0691583,14.4596
1777908540,0.071412,14.0032
1777908540,0.0767052,13.0369
1777908540,0.0833595,11.9962
1777908540,0.0540875,18.4886
1777908540,0.0676723,14.7771
1777908541,0.0782127,12.7856
1777908541,0.0668037,14.9692
1777908541,0.0685226,14.5937
1777908541,0.074696,13.3876
1777908541,0.0735044,13.6046
1777908541,0.0729189,13.7139
1777908541,0.0759592,13.1650
1777908541,0.0680493,14.6952
1777908541,0.0655004,15.2671
1777908541,0.0667158,14.9890
1777908541,0.0636943,15.7000
1777908541,0.0662535,15.0935
1777908541,0.0668949,14.9488
1777908541,0.0685046,14.5976
1777908541,0.0721269,13.8645
1777908541,0.06147,16.2681
1777908541,0.0640792,15.6057
1777908541,0.0589094,16.9752
1777908541,0.0635788,15.7285
1777908541,0.063383,15.7771
1777908542,0.0660618,15.1373
1777908542,0.066931,14.9408
1777908542,0.0704743,14.1896
1777908542,0.0758957,13.1760
1777908542,0.0692649,14.4373
1777908542,0.0674144,14.8336
1777908542,0.0625198,15.9949
1777908542,0.0602054,16.6098
1777908542,0.0639217,15.6441
1777908542,0.0636534,15.7101
1777908543,0.083652,11.9543
1777908543,0.065639,15.2348
1777908543,0.0684148,14.6167
1777908543,0.0665489,15.0265
1777908543,0.0655792,15.2487
1777908543,0.0675375,14.8066
1777908543,0.0659931,15.1531
1777908543,0.0629858,15.8766
1777908543,0.0701352,14.2582
1777908543,0.0666234,15.0097
1777908544,0.0617756,16.1876
1777908544,0.0660207,15.1468
1777908544,0.0566982,17.6372
1777908544,0.0617194,16.2024
1777908544,0.0679879,14.7085
1777908544,0.0781548,12.7951
1777908544,0.0670271,14.9193
1777908544,0.0704239,14.1997
1777908544,0.0723137,13.8286
1777908544,0.0743075,13.4576
1777908545,0.0746118,13.4027
1777908545,0.0757514,13.2011
1777908545,0.0755148,13.2424
1777908545,0.0652433,15.3272
1777908545,0.0621426,16.0920
1777908545,0.070865,14.1113
1777908545,0.066751,14.9810
1777908545,0.0695213,14.3841
1777908545,0.0658482,15.1864
1777908545,0.0679524,14.7162
1777908545,0.0699064,14.3048
1777908545,0.0672894,14.8612
1777908545,0.0667957,14.9710
1777908545,0.0769653,12.9929
1777908545,0.0716253,13.9615
1777908545,0.0694058,14.4080
1777908545,0.0643085,15.5500
1777908546,0.0617051,16.2061
1777908546,0.066532,15.0304
1777908546,0.0688305,14.5284
1777908546,0.0697746,14.3319
1777908546,0.0661467,15.1179
1777908546,0.0710855,14.0676
1777908546,0.0784146,12.7527
1777908546,0.0702755,14.2297
1777908546,0.0678465,14.7392
1777908546,0.0796297,12.5581
1777908546,0.0708923,14.1059
1777908546,0.0796531,12.5544
1777908546,0.0679055,14.7263
1777908547,0.0664994,15.0377
1777908547,0.066859,14.9568
1777908547,0.06696,14.9343
1777908547,0.0658496,15.1861
1777908547,0.0568056,17.6039
1777908547,0.0625348,15.9911
1777908547,0.0644487,15.5162
1777908547,0.0605977,16.5023
1777908547,0.0600632,16.6491
1777908547,0.063016,15.8690
1777908548,0.0802709,12.4578
1777908548,0.0696652,14.3544
1777908548,0.0687661,14.5420
1777908548,0.0699234,14.3014
1777908548,0.0709687,14.0907
1777908548,0.0605751,16.5084
1777908548,0.0625043,15.9989
1777908548,0.0697463,14.3377
1777908548,0.0695582,14.3765
1777908548,0.0773977,12.9203
1777908549,0.063103,15.8471
1777908549,0.0570598,17.5255
1777908549,0.0667327,14.9852
1777908549,0.063873,15.6561
1777908549,0.0663131,15.0800
1777908549,0.0670806,14.9074
1777908549,0.0675212,14.8102
1777908549,0.06864,14.5688
1777908549,0.0643416,15.5420
1777908549,0.0659707,15.1582
1777908550,0.0609333,16.4114
1777908550,0.0625072,15.9982
1777908550,0.0669364,14.9396
1777908550,0.0696263,14.3624
1777908550,0.0632921,15.7998
1777908550,0.0673263,14.8530
1777908550,0.0649085,15.4063
1777908550,0.0669601,14.9343
1777908550,0.0634321,15.7649
1777908550,0.069818,14.3230
1777908550,0.0675226,14.8099
1777908550,0.0662467,15.0951
1777908550,0.0665245,15.0321
1777908550,0.0710985,14.0650
1777908550,0.0756627,13.2166
1777908550,0.0694333,14.4023
1777908550,0.0677809,14.7534
1777908550,0.0678917,14.7293
1777908550,0.0817218,12.2366
1777908550,0.0659886,15.1541
1777908551,0.0747965,13.3696
1777908551,0.0678563,14.7370
1777908551,0.066178,15.1108
1777908551,0.0712593,14.0333
1777908551,0.071202,14.0445
1777908551,0.0779293,12.8321
1777908551,0.0723086,13.8296
1777908551,0.0623824,16.0302
1777908551,0.0667057,14.9912
1777908551,0.077953,12.8282
1777908552,0.0713344,14.0185
1777908552,0.0697603,14.3348
1777908552,0.0673472,14.8484
1777908552,0.065908,15.1727
1777908552,0.0682046,14.6618
1777908552,0.0659051,15.1733
1777908552,0.0636902,15.7010
1777908552,0.064843,15.4219
1777908552,0.0710216,14.0802
1777908552,0.0681032,14.6836
1777908553,0.0626384,15.9646
1777908553,0.0687509,14.5453
1777908553,0.0694714,14.3944
1777908553,0.0682656,14.6487
1777908553,0.064736,15.4474
1777908553,0.0618237,16.1750
1777908553,0.0765784,13.0585
1777908553,0.0623778,16.0313
1777908553,0.0636549,15.7097
1777908553,0.0748421,13.3615
1777908554,0.0644232,15.5224
1777908554,0.062399,16.0259
1777908554,0.0673229,14.8538
1777908554,0.0687714,14.5409
1777908554,0.0625637,15.9837
1777908554,0.0579171,17.2661
1777908554,0.0787214,12.7030
1777908554,0.0701491,14.2554
1777908554,0.0792383,12.6202
1777908554,0.0703624,14.2121
1777908554,0.0702806,14.2287
1777908554,0.0664305,15.0533
1777908554,0.0658104,15.1952
1777908554,0.0708209,14.1201
1777908554,0.0766887,13.0397
1777908554,0.0698723,14.3118
1777908554,0.0678136,14.7463
