t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777908528,42,27,3764,16.02,39
1777908529,48,29,3793,16.25,39
1777908530,42,28,3793,16.43,39
1777908531,45,29,3793,16.36,39
1777908532,41,27,3793,16.46,39
1777908533,40,26,3793,16.35,39
1777908534,43,28,3793,16.45,39
1777908535,43,28,3793,16.56,39
1777908536,21,14,3793,17.24,39
1777908537,22,14,3793,16.99,39
1777908538,43,28,3793,16.44,39
1777908539,42,27,3793,16.45,39
1777908540,40,26,3793,16.50,39
1777908541,21,14,3793,17.32,38
1777908542,19,13,3793,16.96,39
1777908543,41,27,3793,16.67,39
1777908544,41,26,3793,16.47,39
1777908545,20,12,3793,17.15,39
1777908546,19,12,3793,17.39,39
1777908547,45,27,3793,16.61,39
1777908548,41,26,3793,16.40,39
1777908549,38,25,3793,16.41,39
1777908550,40,26,3793,16.39,39
1777908551,40,26,3793,16.30,38
1777908552,20,13,3793,17.27,39
1777908553,21,14,3793,17.14,39
1777908554,45,28,3793,16.46,38
1777908555,40,26,3793,16.42,39
1777908556,41,27,3793,16.44,39
1777908557,44,28,3793,16.56,38
1777908558,20,13,3793,17.13,38
1777908559,21,13,3793,16.88,39
1777908560,45,28,3793,16.30,38
1777908561,44,28,3793,16.26,38
1777908562,39,26,3793,16.45,39
1777908563,42,27,3793,16.83,39
1777908564,21,13,3793,17.25,38
1777908565,42,27,3793,16.82,38
1777908566,40,26,3793,16.45,39
1777908567,40,26,3793,16.33,38
1777908568,41,27,3793,16.14,38
1777908569,45,29,3793,16.27,39
1777908570,0,0,3945,18.81,39
1777908571,15,12,3944,30.65,39
1777908572,12,9,3944,31.42,39
1777908573,18,9,3944,30.87,39
1777908574,22,9,3944,30.73,39
1777908575,25,9,3944,30.73,39
1777908576,26,9,3944,30.83,39
1777908577,26,9,3944,30.77,39
1777908578,26,9,3944,30.84,39
1777908579,26,9,3944,30.80,39
1777908580,27,9,3944,30.82,39
1777908581,26,8,3944,30.84,39
1777908582,26,8,3944,30.78,39
1777908583,24,8,3944,30.82,39
1777908584,24,7,3944,30.83,39
1777908585,24,8,3875,30.86,40
1777908586,4,2,3793,36.61,40
1777908587,3,1,3793,41.33,40
1777908588,18,12,3793,26.25,39
1777908589,21,13,3793,17.73,39
1777908590,0,0,3907,23.82,40
1777908591,11,9,3906,32.22,40
1777908592,11,9,3906,31.67,40
1777908593,17,9,3906,30.72,40
1777908594,22,9,3906,30.78,40
1777908595,23,9,3906,30.80,40
1777908596,24,9,3906,30.82,40
1777908597,25,9,3906,30.86,40
1777908598,25,9,3906,30.88,40
1777908599,25,9,3906,30.80,40
1777908600,25,9,3906,30.78,40
1777908601,24,9,3862,30.88,40
1777908602,25,9,3862,30.76,40
1777908603,27,9,3862,30.81,40
1777908604,25,9,3875,30.85,40
1777908605,11,2,3793,29.92,40
1777908606,18,12,3793,22.59,40
1777908607,24,14,3793,17.48,39
