t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777901807,3,4,2086,43.21,45
1777901808,3,4,2114,39.83,44
1777901809,5,7,2114,29.55,44
1777901810,8,7,2114,24.99,44
1777901811,42,38,2114,20.59,44
1777901812,42,38,2114,20.58,44
1777901813,43,39,2114,20.60,44
1777901814,40,36,2114,20.49,44
1777901815,40,36,2114,20.48,43
1777901816,50,39,2114,20.73,44
1777901817,39,35,2114,21.08,44
1777901818,42,38,2114,20.53,43
1777901819,42,39,2114,20.41,43
1777901820,42,38,2114,20.49,43
1777901821,40,37,2114,23.89,44
1777901822,7,7,2114,31.03,44
1777901823,6,7,2114,30.04,44
1777901824,7,7,2114,29.06,44
1777901825,8,7,2039,30.42,44
1777901826,43,16,2087,31.43,44
1777901827,39,16,2087,31.42,44
1777901828,6,7,2087,29.46,44
1777901829,65,16,2087,30.66,44
1777901830,16,8,2126,30.92,44
1777901831,27,13,2188,32.37,44
1777901832,26,13,2145,32.14,44
1777901833,7,6,2145,42.34,45
1777901834,3,4,2144,43.34,45
1777901835,12,7,2155,45.24,45
1777901836,3,4,2155,40.01,44
1777901837,5,7,2155,29.91,44
1777901838,50,18,2155,30.56,44
1777901839,7,7,2155,29.10,44
1777901840,7,6,2137,29.97,44
1777901841,7,6,2137,30.09,44
1777901842,7,6,2137,29.01,44
1777901843,7,6,2137,29.03,44
1777901844,41,36,2137,22.13,43
1777901845,39,35,2137,20.44,43
1777901846,39,35,2137,20.43,43
1777901847,39,35,2137,20.36,43
1777901848,39,35,2137,20.43,43
1777901849,40,36,2137,20.48,43
1777901850,40,36,2137,20.42,43
1777901851,39,36,2137,20.54,43
1777901852,40,36,2137,20.62,43
1777901853,39,35,2140,20.89,43
1777901854,40,36,2140,21.24,43
1777901855,38,35,2140,20.85,43
1777901856,39,36,2140,21.06,43
1777901857,6,6,2140,26.82,43
1777901858,6,6,2140,30.04,44
1777901859,42,38,2140,21.64,43
1777901860,41,37,2140,20.70,43
1777901861,42,38,2140,20.74,43
1777901862,40,37,2140,20.97,43
1777901863,40,36,2140,20.51,43
1777901864,3,4,2138,30.92,44
1777901865,3,4,2138,36.06,44
1777901866,5,7,2138,30.64,43
1777901867,8,7,2138,28.96,43
1777901868,8,7,2138,28.99,43
1777901869,8,7,2138,28.97,43
1777901870,8,7,2138,24.83,43
1777901871,48,38,2138,20.55,43
1777901872,41,37,2138,20.44,43
1777901873,41,37,2138,20.48,43
1777901874,41,37,2138,20.52,43
1777901875,97,65,2128,33.70,44
1777901876,13,8,2128,43.81,44
1777901877,5,7,2128,34.99,43
1777901878,7,7,2128,29.24,43
1777901879,7,7,2128,29.17,43
1777901880,7,6,2120,29.10,43
1777901881,3,4,2120,39.20,44
1777901882,3,4,2120,43.18,44
1777901883,5,6,2120,32.20,43
1777901884,7,7,2120,29.08,43
1777901885,8,7,2154,25.19,43
1777901886,21,11,2130,39.52,45
