t_unix,pid,cpu_pct_user,cpu_pct_system,cpu_pct_total,rss_kb
1777908345,3532633,108.00,4.00,112.00,836268
1777908346,3532633,109.00,3.00,112.00,836268
1777908347,3532633,109.00,4.00,113.00,836268
1777908348,3532633,110.00,4.00,114.00,836268
1777908349,3532633,110.00,3.00,113.00,836268
1777908350,3532633,110.00,3.00,113.00,836268
1777908351,3532633,110.00,4.00,114.00,836268
1777908352,3532633,111.00,3.00,114.00,836268
1777908353,3532633,109.00,3.00,112.00,836268
1777908354,3532633,118.00,4.00,122.00,836268
1777908355,3532633,109.00,3.00,112.00,836268
1777908356,3532633,109.00,5.00,114.00,836268
1777908357,3532633,112.00,3.00,115.00,836268
1777908358,3532633,115.00,4.00,119.00,836268
1777908359,3532633,114.00,2.00,116.00,836268
1777908360,3532633,117.00,4.00,121.00,836268
1777908361,3532633,111.00,3.00,114.00,836268
1777908362,3532633,114.00,3.00,117.00,836268
1777908363,3532633,113.00,3.00,116.00,836268
1777908364,3532633,114.00,4.00,118.00,836268
1777908365,3532633,112.00,3.00,115.00,836268
1777908366,3532633,112.00,3.00,115.00,836268
1777908367,3532633,114.00,3.00,117.00,836268
1777908368,3532633,114.00,3.00,117.00,836268
1777908369,3532633,113.00,5.00,118.00,836268
1777908370,3532633,113.00,3.00,116.00,836268
1777908371,3532633,113.00,3.00,116.00,836268
1777908372,3532633,112.00,3.00,115.00,836268
1777908373,3532633,113.00,4.00,117.00,836268
1777908374,3532633,116.00,3.00,119.00,836268
1777908375,3532633,115.00,3.00,118.00,836268
1777908376,3532633,114.00,2.00,116.00,836268
1777908378,3532633,114.00,3.00,117.00,836268
1777908379,3532633,111.00,3.00,114.00,836268
1777908380,3532633,110.00,4.00,114.00,836268
1777908381,3532633,113.00,4.00,117.00,836268
1777908382,3532633,116.00,3.00,119.00,836268
1777908383,3532633,113.00,3.00,116.00,836268
1777908384,3532633,113.00,3.00,116.00,836268
1777908385,3532633,119.00,4.00,123.00,836268
1777908386,3532633,90.00,2.00,92.00,836268
1777908387,3532633,109.00,2.00,111.00,836268
1777908388,3532633,109.00,4.00,113.00,836268
1777908389,3532633,108.00,4.00,112.00,836268
1777908390,3532633,111.00,3.00,114.00,836268
1777908391,3532633,109.00,3.00,112.00,836268
1777908392,3532633,111.00,3.00,114.00,836268
1777908393,3532633,109.00,3.00,112.00,836268
1777908394,3532633,110.00,4.00,114.00,836268
1777908395,3532633,110.00,4.00,114.00,836268
1777908396,3532633,111.00,3.00,114.00,836268
1777908397,3532633,110.00,3.00,113.00,836268
1777908398,3532633,110.00,3.00,113.00,836268
1777908399,3532633,110.00,4.00,114.00,836268
1777908400,3532633,109.00,4.00,113.00,836268
1777908401,3532633,112.00,3.00,115.00,836268
1777908402,3532633,111.00,3.00,114.00,836268
1777908403,3532633,109.00,4.00,113.00,836268
1777908404,3532633,111.00,3.00,114.00,836268
1777908405,3532633,109.00,3.00,112.00,836268
1777908406,3532633,101.00,3.00,104.00,836268
1777908407,3532633,109.00,4.00,113.00,836268
1777908408,3532633,112.00,3.00,115.00,836268
1777908409,3532633,111.00,4.00,115.00,836268
1777908410,3532633,115.00,3.00,118.00,836268
1777908411,3532633,114.00,3.00,117.00,836268
1777908412,3532633,118.00,2.00,120.00,836268
1777908413,3532633,112.00,3.00,115.00,836268
1777908414,3532633,115.00,3.00,118.00,836268
1777908415,3532633,112.00,3.00,115.00,836268
1777908416,3532633,114.00,3.00,117.00,836268
1777908417,3532633,110.00,4.00,114.00,836268
1777908418,3532633,114.00,3.00,117.00,836268
1777908419,3532633,113.00,3.00,116.00,836268
1777908420,3532633,114.00,3.00,117.00,836268
1777908421,3532633,111.00,4.00,115.00,836268
1777908422,3532633,114.00,3.00,117.00,836268
1777908423,3532633,110.00,3.00,113.00,836268
1777908424,3532633,112.00,4.00,116.00,836268
