t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777907793,38,24,3852,15.82,39
1777907794,44,27,3881,16.25,39
1777907795,41,26,3881,16.29,38
1777907796,41,26,3881,16.31,39
1777907797,42,27,3881,16.39,39
1777907798,40,26,3881,16.51,39
1777907799,22,14,3881,16.62,39
1777907800,19,13,3881,17.16,39
1777907801,44,27,3881,16.96,38
1777907802,42,27,3881,16.39,38
1777907803,43,28,3881,16.32,39
1777907804,41,27,3881,16.30,39
1777907805,43,27,3881,16.44,38
1777907806,45,29,3881,16.46,39
1777907807,44,29,3881,16.36,39
1777907808,21,14,3881,16.51,38
1777907809,20,13,3881,17.07,39
1777907810,44,27,3881,16.75,39
1777907811,41,27,3881,16.24,38
1777907812,41,27,3881,16.31,39
1777907813,39,26,3881,16.38,39
1777907814,40,26,3881,16.40,39
1777907815,21,13,3881,17.04,38
1777907816,41,26,3881,16.85,39
1777907817,40,26,3881,16.24,39
1777907818,41,26,3881,16.02,38
1777907819,40,26,3881,16.09,39
1777907820,77,47,3881,16.50,39
1777907821,20,14,3881,17.11,38
1777907822,39,26,3881,16.76,38
1777907823,39,26,3881,16.33,38
1777907824,20,13,3881,16.89,38
1777907825,21,13,3881,17.15,38
1777907826,43,27,3881,16.35,39
1777907827,40,26,3881,16.21,39
1777907828,40,26,3881,16.10,38
1777907829,39,26,3881,16.25,38
1777907830,42,27,3881,16.29,39
1777907831,41,27,3881,16.40,38
1777907832,43,28,3881,16.29,38
1777907833,20,13,3881,16.78,38
1777907834,22,14,3881,17.11,38
1777907835,39,25,3881,16.65,38
1777907836,38,25,3881,16.24,38
1777907837,40,26,3881,16.18,38
1777907838,42,27,3881,16.24,38
1777907839,46,34,3949,16.44,38
1777907840,12,8,3848,24.76,39
1777907841,12,8,3847,30.93,39
1777907842,18,8,3847,30.62,39
1777907843,21,8,3847,30.64,39
1777907844,25,8,3847,30.79,39
1777907845,28,9,3847,30.94,39
1777907846,28,9,3847,30.95,39
1777907847,29,9,3847,30.96,39
1777907848,29,9,3847,30.96,39
1777907849,28,9,3847,30.96,39
1777907850,28,9,3847,30.97,39
1777907851,28,9,3847,30.90,39
1777907852,28,9,3847,30.96,39
1777907853,29,9,3847,31.00,39
1777907854,83,14,3780,31.09,39
1777907855,13,2,3779,29.59,39
1777907856,21,13,3779,22.59,39
1777907857,27,14,3779,17.48,39
1777907858,45,27,3779,17.33,39
1777907859,42,26,3779,16.47,39
1777907860,40,26,3779,16.36,39
1777907861,40,26,3779,16.28,39
1777907862,41,27,3779,16.35,39
1777907863,39,26,3779,16.43,39
1777907864,20,13,3779,16.53,39
1777907865,21,13,3779,17.21,39
1777907866,41,26,3779,17.02,39
1777907867,45,28,3779,16.43,39
1777907868,44,28,3779,16.42,39
1777907869,41,27,3779,16.28,39
1777907870,44,28,3779,16.38,39
1777907871,22,14,3779,16.41,39
1777907872,22,14,3779,17.10,39
