t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777915340,5,6,3069,30.18,48
1777915341,8,7,3076,30.10,48
1777915342,8,7,3076,29.62,48
1777915343,10,7,3076,29.66,48
1777915344,10,7,3076,29.63,48
1777915345,8,7,3089,31.24,48
1777915346,8,7,3089,30.57,48
1777915347,9,7,3089,29.55,48
1777915348,26,11,3089,31.70,48
1777915349,8,6,3105,42.66,50
1777915350,12,8,3105,53.06,50
1777915351,11,8,3105,41.67,48
1777915352,15,9,3105,30.49,48
1777915353,15,8,3105,30.15,48
1777915354,16,8,3105,30.20,48
1777915355,10,7,3105,30.07,48
1777915356,10,7,3105,30.51,48
1777915357,9,6,3105,30.42,48
1777915358,39,11,3105,30.61,48
1777915359,17,7,3105,30.72,48
1777915360,13,7,3091,30.44,48
1777915361,17,7,3091,30.27,48
1777915362,18,7,3091,30.31,48
1777915363,8,6,3091,30.13,48
1777915364,30,9,3091,30.01,48
1777915365,9,6,3091,30.24,48
1777915366,8,6,3089,30.67,47
1777915367,9,6,3089,30.62,48
1777915368,17,7,3089,30.12,48
1777915369,25,8,3089,30.25,47
1777915370,52,12,3089,30.50,48
1777915371,37,10,3089,30.44,48
1777915372,8,6,3089,30.17,47
1777915373,36,10,3089,29.93,47
1777915374,63,47,3089,29.97,47
1777915375,45,40,3089,22.34,47
1777915376,10,7,3089,29.63,47
1777915377,6,6,3089,31.11,47
1777915378,12,7,3089,30.19,47
1777915379,15,7,3089,29.98,47
1777915380,28,9,3089,30.00,47
1777915381,17,7,3089,30.21,47
1777915382,29,9,3089,30.54,47
1777915383,15,8,3089,31.33,47
1777915384,16,8,3089,30.35,47
1777915385,45,11,3089,30.18,47
1777915386,52,12,3090,30.95,47
1777915387,34,12,3080,32.28,47
1777915388,54,17,3019,32.06,47
1777915389,14,8,3034,41.88,48
1777915390,34,8,3184,46.75,49
1777915391,3,4,3137,39.98,48
1777915392,12,7,3137,44.17,48
1777915393,17,8,3155,45.72,49
1777915394,13,8,3155,45.51,49
1777915395,12,8,3125,35.50,48
1777915396,33,12,3125,31.28,48
1777915397,13,7,3125,30.85,47
1777915398,8,6,3144,31.44,47
1777915399,9,7,3144,34.05,47
1777915400,7,7,3144,29.95,47
1777915401,10,7,3144,29.66,47
1777915402,9,7,3144,29.53,47
1777915403,9,7,3144,29.44,47
1777915404,10,7,3144,29.45,47
1777915405,45,40,3144,25.74,47
1777915406,44,39,3146,21.07,47
1777915407,9,9,3146,22.83,47
1777915408,6,7,3146,30.34,47
1777915409,47,42,3146,28.12,47
1777915410,44,40,3146,21.31,47
1777915411,4,4,3145,28.40,47
1777915412,4,4,3145,35.48,47
1777915413,8,7,3146,32.09,47
1777915414,3,4,3144,40.56,48
1777915415,3,4,3144,43.50,48
1777915416,7,7,3144,32.89,47
1777915417,16,8,3144,30.36,47
1777915418,9,7,3186,31.69,47
1777915419,16,10,3068,39.89,48
