t_unix,pid,cpu_pct_user,cpu_pct_system,cpu_pct_total,rss_kb
1777901991,3357632,101.00,15.00,116.00,18717936
1777901992,3357632,94.00,10.00,104.00,18717936
1777901993,3357632,99.00,10.00,109.00,18717936
1777901994,3357632,95.00,8.00,103.00,18717936
1777901995,3357632,97.00,8.00,105.00,18717936
1777901996,3357632,99.00,8.00,107.00,18717936
1777901997,3357632,98.00,7.00,105.00,18717936
1777901998,3357632,97.00,7.00,104.00,18717936
1777901999,3357632,101.00,7.00,108.00,18717936
1777902000,3357632,98.00,6.00,104.00,18717936
1777902001,3357632,98.00,6.00,104.00,18717936
1777902002,3357632,103.00,6.00,109.00,18717936
1777902003,3357632,98.00,6.00,104.00,18717936
1777902004,3357632,99.00,5.00,104.00,18717936
1777902006,3357632,103.00,6.00,109.00,18717936
1777902007,3357632,98.00,6.00,104.00,18717936
1777902008,3357632,99.00,4.00,103.00,18717936
1777902009,3357632,103.00,6.00,109.00,18717936
1777902010,3357632,100.00,5.00,105.00,18717936
1777902011,3357632,105.00,4.00,109.00,18717936
1777902012,3357632,99.00,5.00,104.00,18717936
1777902013,3357632,100.00,4.00,104.00,18717936
1777902014,3357632,104.00,5.00,109.00,18717936
1777902015,3357632,100.00,4.00,104.00,18717936
1777902016,3357632,101.00,3.00,104.00,18717936
1777902017,3357632,104.00,4.00,108.00,18717936
1777902018,3357632,101.00,4.00,105.00,18717936
1777902019,3357632,100.00,4.00,104.00,18717936
1777902020,3357632,104.00,4.00,108.00,18717936
1777902021,3357632,101.00,3.00,104.00,18717936
1777902022,3357632,100.00,4.00,104.00,18717936
1777902023,3357632,105.00,4.00,109.00,18717936
1777902024,3357632,100.00,4.00,104.00,18717936
1777902025,3357632,105.00,3.00,108.00,18717936
1777902026,3357632,101.00,4.00,105.00,18717936
1777902027,3357632,101.00,2.00,103.00,18717936
1777902028,3357632,105.00,4.00,109.00,18717936
1777902029,3357632,102.00,3.00,105.00,18717936
1777902030,3357632,101.00,3.00,104.00,18717936
1777902031,3357632,105.00,4.00,109.00,18717936
1777902032,3357632,102.00,2.00,104.00,18717936
1777902033,3357632,101.00,3.00,104.00,18717936
1777902034,3357632,106.00,3.00,109.00,18717936
1777902035,3357632,101.00,3.00,104.00,18717936
1777902036,3357632,101.00,4.00,105.00,18717936
1777902037,3357632,107.00,2.00,109.00,18717936
1777902038,3357632,102.00,3.00,105.00,18717936
1777902039,3357632,102.00,2.00,104.00,18717936
1777902040,3357632,106.00,3.00,109.00,18717936
1777902041,3357632,102.00,2.00,104.00,18717936
1777902042,3357632,102.00,2.00,104.00,18717936
1777902043,3357632,107.00,3.00,110.00,18717936
1777902044,3357632,102.00,2.00,104.00,18717936
1777902045,3357632,101.00,3.00,104.00,18717936
1777902046,3357632,106.00,2.00,108.00,18717936
1777902047,3357632,102.00,3.00,105.00,18717936
1777902048,3357632,102.00,3.00,105.00,18717936
1777902049,3357632,106.00,2.00,108.00,18717936
1777902050,3357632,102.00,3.00,105.00,18717936
1777902051,3357632,102.00,3.00,105.00,18717936
1777902052,3357632,106.00,3.00,109.00,18717936
1777902053,3357632,101.00,3.00,104.00,18717936
1777902054,3357632,102.00,2.00,104.00,18717936
1777902055,3357632,107.00,2.00,109.00,18717936
1777902056,3357632,102.00,3.00,105.00,18717936
1777902057,3357632,103.00,1.00,104.00,18717936
1777902058,3357632,106.00,3.00,109.00,18717936
1777902059,3357632,101.00,2.00,103.00,18717936
1777902060,3357632,102.00,3.00,105.00,18717936
1777902061,3357632,107.00,2.00,109.00,18717936
1777902062,3357632,102.00,2.00,104.00,18717936
1777902063,3357632,107.00,2.00,109.00,18717936
1777902064,3357632,102.00,2.00,104.00,18717936
1777902066,3357632,102.00,3.00,105.00,18717936
1777902067,3357632,106.00,2.00,108.00,18717936
1777902068,3357632,102.00,3.00,105.00,18717936
1777902069,3357632,102.00,2.00,104.00,18717936
1777902070,3357632,106.00,2.00,108.00,18717936
1777902071,3357632,102.00,2.00,104.00,18717936
