t_unix,interval_s,hz_inst
1777902022,2.62888,0.3804
1777902022,2.97704,0.3359
1777902022,2.88634,0.3465
1777902022,2.852,0.3506
1777902022,2.84531,0.3515
1777902022,2.88072,0.3471
1777902022,2.84748,0.3512
1777902022,2.81427,0.3553
1777902022,2.84991,0.3509
1777902022,2.86871,0.3486
1777902058,2.83805,0.3524
1777902058,2.82993,0.3534
1777902058,2.89943,0.3449
1777902058,3.19748,0.3127
1777902058,3.02607,0.3305
1777902058,3.05603,0.3272
1777902058,2.91784,0.3427
1777902058,3.0134,0.3319
1777902058,2.96284,0.3375
1777902058,3.04272,0.3287
