t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777904303,24,9,3710,31.04,45
1777904304,24,9,3739,31.05,45
1777904305,24,9,3739,31.02,45
1777904306,24,9,3739,31.04,45
1777904307,26,9,3739,31.07,45
1777904308,25,9,3739,31.11,45
1777904309,25,9,3739,31.09,45
1777904310,26,9,3739,31.03,45
1777904311,25,8,3739,31.05,45
1777904312,25,8,3739,31.09,45
1777904313,25,8,3739,31.05,45
1777904314,25,8,3739,31.09,45
1777904315,24,8,3739,31.08,45
1777904316,24,8,3739,31.06,45
1777904317,24,8,3739,30.99,45
1777904318,23,8,3739,31.07,45
1777904319,23,8,3739,31.03,45
1777904320,23,8,3739,31.06,45
1777904321,23,8,3739,31.06,45
1777904322,23,8,3739,31.07,45
1777904323,23,8,3739,31.09,45
1777904324,23,8,3739,31.08,45
1777904325,24,8,3739,31.08,45
1777904326,23,8,3739,31.05,45
1777904327,23,8,3739,31.10,45
1777904328,24,8,3739,31.09,45
1777904329,23,8,3739,31.09,45
1777904330,23,8,3739,31.09,45
1777904331,23,8,3739,31.11,45
1777904332,23,8,3739,31.13,45
1777904333,23,8,3739,31.15,45
1777904334,23,8,3739,31.13,45
1777904335,24,8,3739,31.14,45
1777904336,24,8,3739,31.18,45
1777904337,23,8,3739,31.20,45
1777904338,23,8,3739,31.15,45
1777904339,24,8,3739,31.06,45
1777904340,23,8,3737,31.15,45
1777904341,23,8,3737,31.23,45
1777904342,23,8,3739,34.20,46
1777904343,11,8,3739,46.40,46
1777904344,18,16,3823,44.03,46
1777904345,21,17,3741,36.51,46
1777904346,12,9,3740,33.32,45
1777904347,12,9,3740,31.37,45
1777904348,15,9,3740,31.24,45
1777904349,18,9,3740,31.22,45
1777904350,23,9,3739,31.42,45
1777904351,25,9,3741,31.37,45
1777904352,31,16,4102,34.83,46
1777904353,23,13,4100,32.96,45
1777904354,25,13,4121,33.37,45
1777904355,26,15,3986,33.52,45
1777904356,20,11,3986,31.85,45
1777904357,13,8,4029,31.18,45
1777904358,55,17,4001,32.78,45
1777904359,18,10,3991,31.31,45
1777904360,43,18,3925,32.94,45
1777904361,14,8,4095,31.76,45
1777904362,30,13,4099,31.66,45
1777904363,56,18,4109,32.91,45
1777904364,33,14,4109,32.66,45
1777904365,15,9,4109,31.03,45
1777904366,20,9,4109,30.93,45
1777904367,23,8,4097,32.59,45
1777904368,14,8,4097,31.49,45
1777904369,14,8,4097,31.00,45
1777904370,24,8,4097,31.19,45
1777904371,25,9,4097,31.17,45
1777904372,25,9,4097,31.11,45
1777904373,25,9,4097,31.18,45
1777904374,27,9,4097,31.19,45
1777904375,24,9,4097,31.23,45
1777904376,25,9,4097,31.22,45
1777904377,24,9,4097,31.15,45
1777904378,53,18,4097,33.05,45
1777904379,15,9,4093,31.05,45
1777904380,15,9,4093,33.06,45
1777904381,15,9,4093,31.73,45
1777904382,15,9,4093,31.01,45
