t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777916625,8,7,2745,30.12,46
1777916626,36,10,2752,30.59,46
1777916627,6,5,2752,42.09,47
1777916628,6,6,2752,45.38,47
1777916629,25,14,2751,33.05,46
1777916630,40,20,2758,33.95,46
1777916631,20,12,2758,32.58,46
1777916632,17,10,2758,32.46,46
1777916633,12,8,2758,30.49,46
1777916634,14,8,2758,29.86,46
1777916635,9,7,2758,29.51,46
1777916636,57,14,2757,30.75,46
1777916637,46,15,2758,32.27,46
1777916638,37,12,2757,31.11,46
1777916639,41,13,2757,32.40,46
1777916640,7,6,2757,30.96,46
1777916641,8,7,2757,30.00,46
1777916642,8,6,2757,29.43,46
1777916643,9,6,2757,29.46,46
1777916644,9,6,2757,29.50,45
1777916645,54,44,2757,23.46,45
1777916646,6,5,2757,29.68,47
1777916647,6,5,2757,43.74,47
1777916648,5,6,2757,36.47,46
1777916649,7,6,2757,29.48,46
1777916650,8,6,2757,30.31,46
1777916651,9,6,2757,29.32,45
1777916652,9,6,2757,29.41,46
1777916653,9,6,2757,29.39,45
1777916654,42,37,2757,22.61,45
1777916655,41,36,2757,20.99,45
1777916656,42,38,2757,21.17,45
1777916657,42,38,2757,21.08,45
1777916658,6,6,2757,24.25,45
1777916659,6,6,2757,30.45,46
1777916660,7,6,2757,29.90,45
1777916661,27,11,2755,29.73,45
1777916662,8,6,2755,29.89,45
1777916663,9,6,2755,30.46,45
1777916664,9,6,2755,30.00,45
1777916665,8,6,2755,29.44,45
1777916666,3,4,2755,28.13,46
1777916667,3,4,2755,44.08,46
1777916668,6,7,2755,38.96,46
1777916669,8,7,2755,29.78,46
1777916670,9,7,2755,30.29,45
1777916671,17,8,2755,30.13,45
1777916672,10,7,2755,29.55,45
1777916673,90,64,2755,25.23,45
1777916674,4,5,2755,38.11,46
1777916675,4,5,2755,43.53,46
1777916676,8,7,2755,31.18,45
1777916677,51,14,2755,30.24,46
1777916678,7,6,2754,30.80,45
1777916679,9,7,2754,30.42,45
1777916680,9,6,2754,29.41,45
1777916681,9,6,2754,29.44,45
1777916682,43,38,2754,24.93,45
1777916683,43,38,2754,21.08,45
1777916684,43,38,2754,20.92,45
1777916685,43,38,2754,20.98,45
1777916686,6,6,2754,24.46,45
1777916687,6,6,2754,30.35,45
1777916688,42,38,2754,25.39,45
1777916689,42,38,2754,21.08,45
1777916690,42,38,2754,20.89,45
1777916691,6,6,2754,26.00,45
1777916692,6,6,2754,30.14,45
1777916693,40,36,2754,23.60,45
1777916694,41,37,2754,21.02,45
1777916695,40,37,2754,20.95,45
1777916696,6,6,2754,27.82,45
1777916697,6,6,2754,30.35,45
1777916698,41,37,2754,21.08,45
1777916699,42,37,2754,21.10,45
1777916700,6,6,2754,22.73,45
1777916701,6,6,2754,30.28,45
1777916702,7,6,2754,29.98,45
1777916703,8,6,2754,29.32,45
1777916704,9,6,2754,29.37,45
