t_unix,interval_s,hz_inst
1777901286,1.56836,0.6376
1777901286,2.92105,0.3423
1777901286,2.88497,0.3466
1777901286,2.7845,0.3591
1777901286,2.74709,0.3640
1777901286,2.7568,0.3627
1777901286,2.72714,0.3667
1777901286,2.82558,0.3539
1777901286,2.76407,0.3618
1777901286,2.75387,0.3631
1777901319,2.83108,0.3532
1777901319,2.8041,0.3566
1777901319,2.78195,0.3595
1777901319,2.74876,0.3638
1777901319,2.74939,0.3637
1777901319,2.71699,0.3681
1777901319,2.85554,0.3502
1777901319,2.7701,0.3610
1777901319,2.782,0.3595
1777901319,2.92192,0.3422
