t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777901256,3,4,2256,43.39,45
1777901257,37,16,2304,35.88,45
1777901258,33,15,2216,33.60,44
1777901259,77,17,2332,31.24,45
1777901260,6,6,2242,31.36,44
1777901261,12,6,2241,30.51,44
1777901262,41,15,2237,31.16,44
1777901263,8,7,2168,31.68,44
1777901264,6,6,2167,30.52,44
1777901265,7,6,2163,30.79,44
1777901266,39,16,2164,31.48,45
1777901267,7,6,2164,29.85,44
1777901268,7,6,2164,29.13,44
1777901269,7,6,2150,31.18,44
1777901270,7,6,2150,29.16,44
1777901271,7,6,2150,29.04,44
1777901272,7,6,2150,31.22,44
1777901273,7,6,2150,29.30,44
1777901274,7,6,2150,29.15,44
1777901275,9,7,2150,31.25,44
1777901276,7,6,2150,31.12,44
1777901277,12,8,2150,29.33,44
1777901278,29,16,2250,34.02,44
1777901279,6,6,2250,31.07,44
1777901280,7,7,2250,29.37,44
1777901281,8,7,2248,29.13,44
1777901282,8,6,2241,29.12,44
1777901283,8,6,2241,29.07,44
1777901284,40,36,2241,22.16,44
1777901285,39,35,2241,20.65,44
1777901286,42,35,2241,20.44,44
1777901287,40,36,2241,20.71,43
1777901288,42,38,2241,20.58,44
1777901289,40,37,2241,20.96,44
1777901290,13,9,2155,28.43,45
1777901291,17,10,2187,46.05,45
1777901292,41,16,2244,42.45,45
1777901293,5,5,2256,31.24,44
1777901294,8,6,2218,29.66,44
1777901295,6,5,2218,29.05,44
1777901296,7,6,2218,28.97,44
1777901297,10,6,2221,29.25,44
1777901298,41,37,2145,24.74,44
1777901299,41,37,2145,20.98,44
1777901300,45,37,2145,20.46,43
1777901301,41,37,2145,20.41,43
1777901302,53,48,2145,20.85,44
1777901303,40,37,2144,21.16,43
1777901304,41,37,2144,20.29,43
1777901305,40,37,2144,20.26,43
1777901306,51,18,2222,23.29,44
1777901307,19,14,2221,33.70,44
1777901308,5,6,2131,34.27,44
1777901309,6,6,2131,29.56,44
1777901310,7,6,2131,29.27,44
1777901311,46,13,2131,29.95,44
1777901312,7,6,2131,30.94,44
1777901313,7,6,2131,30.93,44
1777901314,8,7,2131,29.23,44
1777901315,3,4,2256,34.05,45
1777901316,17,8,2366,45.41,45
1777901317,26,17,2197,41.80,44
1777901318,27,16,2197,33.27,44
1777901319,7,7,2197,31.56,44
1777901320,7,7,2197,29.25,44
1777901321,8,7,2197,29.13,44
1777901322,7,6,2197,28.97,44
1777901323,15,7,2197,29.03,44
1777901324,42,37,2197,22.97,43
1777901325,3,4,2197,34.67,45
1777901326,7,6,2197,43.69,45
1777901327,11,8,2197,33.90,44
1777901328,7,7,2197,29.20,44
1777901329,15,7,2197,29.27,44
1777901330,8,6,2197,29.46,44
1777901331,8,6,2197,29.23,44
1777901332,57,48,2197,21.04,44
1777901333,51,45,2197,21.24,43
1777901334,37,34,2197,21.52,43
1777901335,12,10,2197,30.18,44
