t_unix,sim_time_s,real_time_s,rtf,iterations,paused
1777915891,8.452000,15.216629,0.1334756717897299,8452,
1777915891,8.508000,15.316774,0.5654784456580868,8508,
1777915891,8.563000,15.418653,0.48723018410479735,8563,
1777915891,8.620000,15.519799,0.5626287364877676,8620,
1777915891,8.677000,15.621066,0.5609308310582913,8677,
1777915891,8.734000,15.722445,0.5608301632408356,8734,
1777915891,8.787000,15.823356,0.5615939383796668,8787,
1777915891,8.839000,15.923408,0.4364298467389307,8839,
1777915892,8.894000,16.024496,0.5544346734573825,8894,
1777915892,8.950000,16.124819,0.5587203961998074,8950,
1777915892,9.005000,16.225585,0.5647171501210189,9005,
1777915892,9.060000,16.326930,0.5664801247615827,9060,
1777915892,9.116000,16.427991,0.5249010430308626,9116,
1777915892,9.172000,16.529290,0.5465827917153353,9172,
1777915892,9.227000,16.631368,0.44717619412812937,9227,
1777915892,9.283000,16.732866,0.5660267357068344,9283,
1777915892,9.339000,16.833306,0.5693395831637176,9339,
1777915892,9.396000,16.934858,0.5514934995461208,9396,
1777915893,9.450000,17.035336,0.5577835911223163,9450,
1777915893,9.507000,17.136805,0.4295683954503552,9507,
1777915893,9.563000,17.238168,0.5648642038210804,9563,
1777915893,9.619000,17.339847,0.5585702835023474,9619,
1777915893,9.675000,17.439989,0.5637636409659977,9675,
1777915893,9.732000,17.541229,0.5664284646163467,9732,
1777915893,9.789000,17.642669,0.5679530234695228,9789,
1777915893,9.846000,17.743572,0.5704884065346024,9846,
1777915893,9.903000,17.844772,0.5613348092696585,9903,
1777915893,9.960000,17.945682,0.5657254127249749,9960,
1777915894,10.015000,18.046504,0.5612906991885982,10015,
1777915894,10.072000,18.148244,0.5596728823936985,10072,
1777915894,10.128000,18.248573,0.5634005958524702,10128,
1777915894,10.185000,18.350065,0.5618245815109149,10185,
1777915894,10.242000,18.451786,0.5606600538682179,10242,
1777915894,10.298000,18.551858,0.5507966723068246,10298,
1777915894,10.354000,18.653419,0.5656870099029168,10354,
1777915894,10.410000,18.755117,0.5642990559276795,10410,
1777915894,10.466000,18.855296,0.557983403341651,10466,
1777915894,10.522000,18.955323,0.48908987222038,10522,
1777915895,10.577000,19.056070,0.5634926627620381,10577,
1777915895,10.633000,19.157425,0.5570987190072055,10633,
1777915895,10.689000,19.259005,0.5541081020578467,10689,
1777915895,10.744000,19.359664,0.562125238130304,10744,
1777915895,10.801000,19.460701,0.5667437060277727,10801,
1777915895,10.858000,19.561688,0.5684447238666065,10858,
1777915895,10.915000,19.662389,0.567359147418062,10915,
1777915895,10.972000,19.762772,0.5663254933119791,10972,
1777915895,11.029000,19.863959,0.5573974444441967,11029,
1777915895,11.085000,19.964122,0.5604774819764454,11085,
1777915896,11.142000,20.065874,0.5620933254790159,11142,
1777915896,11.198000,20.166036,0.5478098289135124,11198,
1777915896,11.254000,20.266248,0.5620522551222632,11254,
1777915896,11.311000,20.367614,0.5660879360999937,11311,
1777915896,11.368000,20.469014,0.5635755487112436,11368,
1777915896,11.425000,20.570485,0.5058921255867084,11425,
1777915896,11.482000,20.672199,0.5653953187529188,11482,
1777915896,11.538000,20.772726,0.5583984239762881,11538,
1777915896,11.594000,20.873593,0.5588893304114599,11594,
1777915896,11.650000,20.973861,0.5630002961381557,11650,
1777915897,11.706000,21.074299,0.5608050019319732,11706,
1777915897,11.762000,21.174393,0.5572666738368312,11762,
1777915897,11.818000,21.274732,0.5575376017297047,11818,
1777915897,11.875000,21.376391,0.5653409797585316,11875,
1777915897,11.932000,21.477760,0.5627652031019618,11932,
1777915897,11.989000,21.578910,0.5623152091643884,11989,
1777915897,12.044000,21.679045,0.5670592985249654,12044,
1777915897,12.101000,21.779949,0.5668179125796733,12101,
1777915897,12.157000,21.880086,0.5583485390252128,12157,
1777915897,12.213000,21.981640,0.4460870360416021,12213,
1777915898,12.269000,22.082973,0.5648897307001187,12269,
1777915898,12.325000,22.184390,0.5506841424443658,12325,
1777915898,12.380000,22.284556,0.520475235528056,12380,
1777915898,12.435000,22.385047,0.5458714920250904,12435,
1777915898,12.490000,22.486388,0.5576436211146181,12490,
1777915898,12.546000,22.586994,0.5555669755433862,12546,
1777915898,12.602000,22.687351,0.5582235540195725,12602,
1777915898,12.658000,22.788266,0.5564588737940145,12658,
1777915898,12.714000,22.888707,0.5406261640357094,12714,
1777915898,12.771000,22.990312,0.5618466776601333,12771,
1777915899,12.826000,23.090409,0.5557556275814849,12826,
1777915899,12.882000,23.191774,0.5550942105894212,12882,
1777915899,12.938000,23.291993,0.5611738409936369,12938,
1777915899,12.995000,23.393595,0.5651773865745503,12995,
1777915899,13.051000,23.493726,0.5604994722897468,13051,
1777915899,13.107000,23.593845,0.5586454858092874,13107,
1777915899,13.163000,23.694690,0.5573415255106363,13163,
1777915899,13.219000,23.796092,0.5618182686446416,13219,
1777915899,13.274000,23.896141,0.5592462702468122,13274,
1777915899,13.330000,23.996709,0.5589771165948009,13330,
1777915900,13.385000,24.097886,0.563900340764976,13385,
1777915900,13.442000,24.199385,0.5589864904144997,13442,
1777915900,13.497000,24.301081,0.5569156673743209,13497,
1777915900,13.554000,24.402420,0.560764119619959,13554,
1777915900,13.609000,24.502981,0.5623496769019931,13609,
1777915900,13.666000,24.604304,0.5534352834916896,13666,
1777915900,13.723000,24.705440,0.5667115880052093,13723,
1777915900,13.780000,24.806691,0.5660623008168278,13780,
1777915900,13.835000,24.908490,0.5548071823118593,13835,
1777915900,13.892000,25.009958,0.5596948096142136,13892,
1777915901,13.949000,25.111556,0.5667112668433673,13949,
1777915901,14.005000,25.212644,0.5577092427479673,14005,
1777915901,14.061000,25.313746,0.5485475557818009,14061,
1777915901,14.117000,25.413792,0.5635183833784617,14117,
1777915901,14.174000,25.515025,0.5663931742825781,14174,
1777915901,14.230000,25.615603,0.5642605281139987,14230,
1777915901,14.286000,25.716420,0.552917218892739,14286,
1777915901,14.342000,25.816760,0.5642637120314001,14342,
1777915901,14.398000,25.917338,0.5592149963567143,14398,
1777915902,14.455000,26.018989,0.5576311827357385,14455,
1777915902,14.511000,26.119059,0.553499611996772,14511,
1777915902,14.567000,26.220404,0.550735700285226,14567,
1777915902,14.623000,26.320825,0.5537454232940765,14623,
1777915902,14.679000,26.421151,0.5554802571207014,14679,
1777915902,14.736000,26.522908,0.5634545624606286,14736,
1777915902,14.792000,26.623567,0.5579460443857237,14792,
1777915902,14.849000,26.725178,0.5595003438129613,14849,
1777915902,14.905000,26.825577,0.562182121146874,14905,
1777915902,14.962000,26.927078,0.563327598658379,14962,
1777915903,15.016000,27.028519,0.5629939568228675,15016,
1777915903,15.072000,27.129549,0.5665988825536838,15072,
1777915903,15.128000,27.231194,0.5666020929148108,15128,
1777915903,15.184000,27.331430,0.5572169908833728,15184,
1777915903,15.240000,27.431450,0.5632669936243809,15240,
1777915903,15.297000,27.532863,0.5589521212791955,15297,
1777915903,15.353000,27.633213,0.5626828719333784,15353,
1777915903,15.410000,27.735049,0.4398067313299843,15410,
1777915903,15.466000,27.835670,0.5676106599552382,15466,
1777915903,15.522000,27.936303,0.5654340016951711,15522,
1777915904,15.578000,28.037066,0.5593213418566448,15578,
1777915904,15.634000,28.137216,0.5670654081595041,15634,
1777915904,15.689000,28.237419,0.5672944536188564,15689,
1777915904,15.745000,28.337675,0.5342225645995281,15745,
1777915904,15.801000,28.438470,0.5671943843218397,15801,
1777915904,15.857000,28.538999,0.5679365728435448,15857,
1777915904,15.914000,28.639963,0.5628130295718851,15914,
1777915904,15.971000,28.741680,0.5585921244096379,15971,
1777915904,16.028000,28.843261,0.5683668603471471,16028,
1777915904,16.085000,28.944390,0.5638908014185237,16085,
1777915905,16.142000,29.046118,0.5588143747174494,16142,
1777915905,16.198000,29.146684,0.5677560011809325,16198,
1777915905,16.254000,29.246984,0.566685896208078,16254,
1777915905,16.311000,29.348698,0.5638780827919634,16311,
1777915905,16.367000,29.449080,0.5586392441834482,16367,
1777915905,16.424000,29.550760,0.5648897307001187,16424,
1777915905,16.481000,29.652523,0.5592900595699842,16481,
1777915905,16.538000,29.753939,0.5646884500883173,16538,
1777915905,16.595000,29.855165,0.5655651154912245,16595,
1777915905,16.652000,29.956418,0.5600245514763367,16652,
1777915906,16.709000,30.057655,0.5639960700753837,16709,
1777915906,16.766000,30.159331,0.5551250252581886,16766,
1777915906,16.823000,30.260932,0.5620715258499505,16823,
1777915906,16.880000,30.362316,0.5637728581705346,16880,
1777915906,16.937000,30.463969,0.5617930185981579,16937,
1777915906,16.994000,30.565344,0.5672300963213427,16994,
1777915906,17.051000,30.667063,0.5635977828063224,17051,
1777915906,17.108000,30.768592,0.5637823935268761,17108,
1777915906,17.164000,30.868653,0.554271186046112,17164,
1777915906,17.220000,30.969074,0.5598862758996392,17220,
1777915907,17.276000,31.069456,0.557235620952728,17276,
1777915907,17.333000,31.171041,0.5600684627688889,17333,
1777915907,17.390000,31.272621,0.5613505645502628,17390,
1777915907,17.447000,31.374179,0.5172676886151968,17447,
1777915907,17.504000,31.475866,0.5635279101285688,17504,
1777915907,17.561000,31.577616,0.561047588056419,17561,
1777915907,17.618000,31.679196,0.5615560943998257,17618,
1777915907,17.675000,31.780351,0.5686292906633914,17675,
1777915907,17.732000,31.881179,0.5659437678272287,17732,
1777915907,17.789000,31.981718,0.5693168937387098,17789,
1777915908,17.846000,32.082495,0.5677882376988679,17846,
1777915908,17.902000,32.183013,0.5620111907668306,17902,
1777915908,17.959000,32.284353,0.564790507904808,17959,
1777915908,18.016000,32.385171,0.5583703625945461,18016,
1777915908,18.073000,32.486633,0.5667180113184921,18073,
1777915908,18.130000,32.587541,0.5674560547844774,18130,
1777915908,18.187000,32.688525,0.5613190548734281,18187,
1777915908,18.244000,32.789446,0.5679627007535161,18244,
1777915908,18.300000,32.890886,0.5696158909162784,18300,
1777915908,18.356000,32.992020,0.5688984362688683,18356,
1777915909,18.408000,33.092106,0.5648096478524808,18408,
1777915909,18.464000,33.192485,0.5656322948890031,18464,
1777915909,18.520000,33.292494,0.5609088068852678,18520,
1777915909,18.576000,33.393140,0.4850634414475069,18576,
1777915909,18.632000,33.493315,0.5598894106436096,18632,
1777915909,18.689000,33.594796,0.5631242584357422,18689,
1777915909,18.745000,33.695207,0.5573474275350808,18745,
1777915909,18.801000,33.795403,0.4903225047242573,18801,
1777915909,18.857000,33.896076,0.5688010356729257,18857,
1777915909,18.914000,33.997056,0.5527396540955245,18914,
1777915910,18.971000,34.097775,0.5540651203817287,18971,
1777915910,19.026000,34.197921,0.5498076223129527,19026,
1777915910,19.082000,34.298514,0.543970495040349,19082,
1777915910,19.137000,34.398636,0.5619290800546645,19137,
1777915910,19.193000,34.498856,0.5576498405121456,19193,
1777915910,19.250000,34.600335,0.5666727300648784,19250,
1777915910,19.307000,34.701362,0.5558390334626215,19307,
1777915910,19.364000,34.803147,0.5601660332122441,19364,
1777915910,19.421000,34.904602,0.5632416131915692,19421,
1777915910,19.478000,35.005914,0.5572449364545736,19478,
1777915911,19.532000,35.107003,0.44997027946304147,19532,
1777915911,19.587000,35.208500,0.5583045852997286,19587,
1777915911,19.643000,35.309314,0.5645383008187499,19643,
1777915911,19.699000,35.410445,0.5622168886580051,19699,
1777915911,19.756000,35.511240,0.5656674904670886,19756,
1777915911,19.813000,35.612856,0.5499772584403635,19813,
1777915911,19.870000,35.714315,0.4332153110420951,19870,
1777915911,19.927000,35.816068,0.5578803670183359,19927,
1777915911,19.983000,35.916320,0.5637601448638069,19983,
1777915912,20.036000,36.016638,0.45097882699505143,20036,
1777915912,20.090000,36.117166,0.5662902158075384,20090,
1777915912,20.145000,36.218712,0.5631972029374114,20145,
1777915912,20.201000,36.319402,0.5532879969148661,20201,
1777915912,20.257000,36.419773,0.5555731487052645,20257,
1777915912,20.312000,36.520184,0.5499285642795001,20312,
1777915912,20.366000,36.620596,0.5625242940179479,20366,
1777915912,20.421000,36.721926,0.5661552397667441,20421,
1777915912,20.477000,36.823625,0.5683700907743872,20477,
1777915912,20.534000,36.924140,0.5693820496615024,20534,
1777915913,20.591000,37.024807,0.5577213735561988,20591,
1777915913,20.647000,37.124960,0.5634485303853706,20647,
1777915913,20.702000,37.225494,0.558861219669903,20702,
1777915913,20.758000,37.325646,0.5433220557785289,20758,
1777915913,20.814000,37.426350,0.5597230042796421,20814,
1777915913,20.870000,37.526870,0.5604080667378758,20870,
1777915913,20.926000,37.627016,0.5610538836149824,20926,
1777915913,20.982000,37.727115,0.5443589982270227,20982,
1777915913,21.038000,37.827320,0.5605151807128969,21038,
1777915913,21.094000,37.927491,0.5582796500926465,21094,
1777915914,21.150000,38.028205,0.5590052389970999,21150,
1777915914,21.206000,38.128507,0.5305003201569433,21206,
1777915914,21.262000,38.229345,0.562704719010585,21262,
1777915914,21.319000,38.330971,0.5592434554534625,21319,
1777915914,21.376000,38.432598,0.5731384891725543,21376,
1777915914,21.433000,38.533771,0.5659498534472854,21433,
1777915914,21.490000,38.634972,0.5645510492463526,21490,
1777915914,21.546000,38.735200,0.5605277480853773,21546,
1777915914,21.603000,38.836859,0.5604237700379519,21603,
1777915914,21.660000,38.938234,0.5651678039726775,21660,
1777915915,21.717000,39.039765,0.5586735748516443,21717,
1777915915,21.773000,39.140264,0.5464689906171274,21773,
1777915915,21.829000,39.241546,0.5576871598108325,21829,
1777915915,21.885000,39.342479,0.5441691190554966,21885,
1777915915,21.941000,39.443462,0.5632638209451905,21941,
1777915915,21.996000,39.543648,0.5556410625412911,21996,
1777915915,22.051000,39.645482,0.3880211657785509,22051,
1777915915,22.106000,39.745702,0.45332600758505076,22106,
1777915915,22.158000,39.846246,0.5255117564862603,22158,
1777915915,22.215000,39.947220,0.56600751318373,22215,
1777915916,22.272000,40.048379,0.5667051648375313,22272,
1777915916,22.328000,40.148574,0.5645478620854737,22328,
1777915916,22.385000,40.249843,0.5639098804341881,22385,
1777915916,22.442000,40.350731,0.5704591169064687,22442,
1777915916,22.499000,40.452351,0.56518409458921,22499,
1777915916,22.556000,40.552918,0.5662357046718409,22556,
1777915916,22.613000,40.654228,0.5567879128025586,22613,
1777915916,22.670000,40.755590,0.5387904907788701,22670,
1777915916,22.726000,40.857219,0.5608962224200317,22726,
1777915916,22.781000,40.958682,0.543044120705675,22781,
1777915917,22.836000,41.058837,0.5661039593310916,22836,
1777915917,22.888000,41.159316,0.4745652033606809,22888,
1777915917,22.944000,41.260984,0.5667822524606851,22944,
1777915917,23.001000,41.362419,0.5689829202706993,23001,
1777915917,23.058000,41.463970,0.5655939047076077,23058,
1777915917,23.112000,41.565107,0.5271492401670852,23112,
1777915917,23.168000,41.665933,0.5665443119800894,23168,
1777915917,23.225000,41.767240,0.5644710623909865,23225,
1777915917,23.281000,41.867979,0.5617709266692321,23281,
1777915917,23.336000,41.969551,0.5298187278204635,23336,
1777915918,23.392000,42.069725,0.5636425739527239,23392,
1777915918,23.447000,42.170991,0.5520853921517749,23447,
1777915918,23.501000,42.272263,0.5585858839761261,23501,
1777915918,23.557000,42.372268,0.5640883317200407,23557,
1777915918,23.613000,42.473024,0.567959474955543,23613,
1777915918,23.668000,42.574071,0.5624040749549655,23668,
1777915918,23.724000,42.675481,0.5643882313765993,23724,
1777915918,23.781000,42.777105,0.5595601409643907,23781,
1777915918,23.838000,42.878759,0.5650049494433571,23838,
1777915918,23.894000,42.979141,0.5558795097809779,23894,
1777915919,23.949000,43.080693,0.5671718655530437,23949,
1777915919,24.005000,43.181213,0.5589705551080686,24005,
1777915919,24.062000,43.282349,0.5645606109449107,24062,
1777915919,24.119000,43.383151,0.568888727071651,24119,
1777915919,24.176000,43.484345,0.5695409499943046,24176,
1777915919,24.233000,43.585188,0.5562047701233496,24233,
1777915919,24.289000,43.685411,0.5587672253966409,24289,
1777915919,24.346000,43.786731,0.5708078586542749,24346,
1777915919,24.403000,43.888097,0.5601785849328766,24403,
1777915919,24.459000,43.988510,0.5615904691358302,24459,
1777915920,24.516000,44.089928,0.5680594917344504,24516,
1777915920,24.573000,44.191446,0.5643277163914628,24573,
1777915920,24.630000,44.292577,0.5652384034276057,24630,
1777915920,24.686000,44.392620,0.5624863245512344,24686,
1777915920,24.743000,44.493981,0.562125238130304,24743,
1777915920,24.799000,44.594093,0.5639162403929819,24799,
1777915920,24.855000,44.694697,0.5323906469611142,24855,
1777915920,24.911000,44.795733,0.5586170875380907,24911,
1777915920,24.967000,44.896463,0.5564096443596476,24967,
1777915920,25.023000,44.996800,0.5601500305841917,25023,
1777915921,25.078000,45.097228,0.5475842499437357,25078,
1777915921,25.134000,45.198178,0.5619543423335941,25134,
1777915921,25.189000,45.299630,0.48668597512158634,25189,
1777915921,25.246000,45.401355,0.5673137636559514,25246,
1777915921,25.302000,45.501773,0.5634704369600545,25302,
1777915921,25.359000,45.603192,0.5591993607232908,25359,
1777915921,25.415000,45.703260,0.5602350746373178,25415,
1777915921,25.471000,45.803988,0.5359378483596015,25471,
1777915921,25.527000,45.904107,0.5632225793679179,25527,
1777915921,25.582000,46.004822,0.494817038925772,25582,
