t_unix,interval_s,hz_inst
1777916809,0.0323836,30.8798
1777916809,0.060325,16.5769
1777916809,0.0664626,15.0461
1777916809,0.0575195,17.3854
1777916809,0.0596518,16.7640
1777916809,0.0660479,15.1405
1777916809,0.0514922,19.4204
1777916809,0.0650947,15.3622
1777916809,0.0535438,18.6763
1777916809,0.0631116,15.8449
1777916810,0.05635,17.7462
1777916810,0.157128,6.3642
1777916810,4.6698,0.2141
1777916810,0.0218002,45.8711
1777916810,0.0586398,17.0533
1777916810,0.0594257,16.8277
1777916810,0.058785,17.0111
1777916810,0.0594512,16.8205
1777916810,0.0588655,16.9879
1777916810,0.0598296,16.7141
1777916811,0.0587042,17.0346
1777916811,0.059566,16.7881
1777916811,0.061735,16.1983
1777916811,0.0612346,16.3306
1777916811,0.0593466,16.8502
1777916811,0.0582758,17.1598
1777916811,0.0583525,17.1372
1777916811,0.0610232,16.3872
1777916811,0.0601757,16.6180
1777916811,0.0599466,16.6815
1777916811,0.0597971,16.7232
1777916811,0.0592487,16.8780
1777916811,0.0590155,16.9447
1777916811,0.0588497,16.9924
1777916811,0.0591602,16.9033
1777916811,0.0585904,17.0676
1777916811,0.0589172,16.9730
1777916811,0.0592886,16.8666
1777916811,0.0598565,16.7066
1777916811,0.0583008,17.1524
1777916812,0.05899,16.9520
1777916812,0.0590535,16.9338
1777916812,0.0594362,16.8248
1777916812,0.0586085,17.0624
1777916812,0.0591699,16.9005
1777916812,0.0593372,16.8528
1777916812,0.0602128,16.6078
1777916812,0.0586994,17.0359
1777916812,0.0592641,16.8736
1777916812,0.0596244,16.7717
1777916813,0.0590948,16.9220
1777916813,0.0591231,16.9139
1777916813,0.060189,16.6143
1777916813,0.0584481,17.1092
1777916813,0.059591,16.7811
1777916813,0.060513,16.5254
1777916813,0.0603073,16.5817
1777916813,0.0609936,16.3952
1777916813,0.0572017,17.4820
1777916813,0.0611627,16.3498
1777916813,0.0593558,16.8476
1777916813,0.0585157,17.0894
1777916813,0.0592424,16.8798
1777916813,0.0615895,16.2365
1777916813,0.0593866,16.8388
1777916813,0.0590249,16.9420
1777916813,0.0594224,16.8287
1777916813,0.0589944,16.9508
1777916813,0.0589134,16.9741
1777916813,0.0599823,16.6716
1777916814,0.0588709,16.9863
1777916814,0.0590855,16.9246
1777916814,0.0594328,16.8257
1777916814,0.0601002,16.6389
1777916814,0.058778,17.0132
1777916814,0.0664365,15.0520
1777916814,0.0515089,19.4141
1777916814,0.0663392,15.0740
1777916814,0.0508863,19.6517
1777916814,0.0652749,15.3198
1777916815,0.0549375,18.2025
1777916815,0.0617349,16.1983
1777916815,0.0549537,18.1971
1777916815,0.0617642,16.1906
1777916815,0.0573812,17.4273
1777916815,0.0592701,16.8719
1777916815,0.065847,15.1867
1777916815,0.0524281,19.0737
1777916815,0.0649814,15.3890
1777916815,0.0528005,18.9392
1777916816,0.061683,16.2119
1777916816,0.055444,18.0362
1777916816,0.0611527,16.3525
1777916816,0.0567119,17.6330
1777916816,0.0600587,16.6504
1777916816,0.0569934,17.5459
1777916816,0.0597549,16.7350
1777916816,0.065844,15.1874
1777916816,0.052022,19.2226
1777916816,0.0654379,15.2817
1777916816,0.054858,18.2289
1777916816,0.0619123,16.1519
1777916816,0.055691,17.9562
1777916816,0.0609218,16.4145
1777916816,0.057167,17.4926
1777916816,0.0594546,16.8196
1777916816,0.0580294,17.2326
1777916816,0.0586472,17.0511
1777916816,0.0659192,15.1701
1777916816,0.0513743,19.4650
1777916817,0.0640051,15.6238
1777916817,0.0545942,18.3170
1777916817,0.0620431,16.1178
1777916817,0.0558651,17.9003
1777916817,0.0608289,16.4396
1777916817,0.0569401,17.5623
1777916817,0.059616,16.7740
1777916817,0.0587832,17.0117
1777916817,0.0589556,16.9619
1777916817,0.0655234,15.2617
1777916818,0.055279,18.0901
1777916818,0.0613873,16.2900
1777916818,0.0567243,17.6291
1777916818,0.0603232,16.5774
1777916818,0.0579993,17.2416
1777916818,0.0591738,16.8994
1777916818,0.065886,15.1777
1777916818,0.0530277,18.8581
1777916818,0.0638052,15.6727
1777916818,0.0541739,18.4591
1777916818,0.0601911,16.6138
1777916818,0.0573801,17.4276
1777916818,0.0593737,16.8425
1777916818,0.0579361,17.2604
1777916818,0.0587815,17.0122
1777916818,0.0666287,15.0085
1777916818,0.0514172,19.4487
1777916818,0.0587724,17.0148
1777916818,0.0586623,17.0467
1777916818,0.0588849,16.9823
1777916819,0.0590518,16.9343
1777916819,0.0587099,17.0329
1777916819,0.0589308,16.9691
1777916819,0.0587141,17.0317
1777916819,0.0587748,17.0141
1777916819,0.0590481,16.9353
1777916819,0.0596792,16.7563
1777916819,0.0582417,17.1698
1777916819,0.0585922,17.0671
1777916819,0.0589119,16.9745
1777916820,0.0586594,17.0476
1777916820,0.0594703,16.8151
1777916820,0.0589185,16.9726
1777916820,0.0616132,16.2303
1777916820,0.0586138,17.0608
1777916820,0.0599952,16.6680
1777916820,0.0982074,10.1825
1777916820,0.0236685,42.2502
1777916820,0.0609694,16.4017
1777916820,0.0623924,16.0276
1777916820,0.0584594,17.1059
1777916820,0.0588002,17.0067
1777916820,0.0588773,16.9845
1777916820,0.0588491,16.9926
1777916820,0.0584661,17.1039
1777916820,0.0585237,17.0871
1777916821,0.0584691,17.1031
1777916821,0.0586099,17.0620
1777916821,0.0589645,16.9594
1777916821,0.0589319,16.9687
1777916821,0.0590782,16.9267
1777916821,0.0582793,17.1588
1777916821,0.0590593,16.9321
1777916821,0.058233,17.1724
1777916821,0.0584833,17.0989
1777916821,0.0586971,17.0366
1777916821,0.0583707,17.1319
1777916821,0.0586658,17.0457
1777916821,0.0584928,17.0961
1777916821,0.0585416,17.0819
1777916822,0.0582197,17.1763
1777916822,0.0589695,16.9579
1777916822,0.059402,16.8345
1777916822,0.0584794,17.1000
1777916822,0.0587179,17.0306
1777916822,0.0604174,16.5515
1777916822,0.0576595,17.3432
1777916822,0.05901,16.9463
1777916822,0.0584528,17.1078
1777916822,0.0608952,16.4217
1777916823,0.059061,16.9316
1777916823,0.0594313,16.8262
1777916823,0.0587316,17.0266
1777916823,0.060301,16.5835
1777916823,0.0604175,16.5515
1777916823,0.0597836,16.7270
1777916823,0.0583186,17.1472
1777916823,0.0590166,16.9444
1777916823,0.0588256,16.9994
1777916823,0.0592924,16.8656
1777916823,0.0661557,15.1159
1777916823,0.0559876,17.8611
1777916823,0.0610763,16.3730
1777916823,0.0663013,15.0827
1777916823,0.0552738,18.0918
1777916823,0.0612566,16.3248
1777916823,0.056843,17.5923
1777916823,0.0602396,16.6004
1777916823,0.0663591,15.0695
1777916823,0.051567,19.3922
1777916824,0.0621499,16.0901
1777916824,0.0562154,17.7887
1777916824,0.0604662,16.5382
1777916824,0.0666669,14.9999
1777916824,0.0517156,19.3365
1777916824,0.0648826,15.4125
1777916824,0.0524406,19.0692
1777916824,0.0642549,15.5630
1777916824,0.0533026,18.7608
1777916824,0.0637649,15.6826
1777916825,0.0572739,17.4600
1777916825,0.0611205,16.3611
1777916825,0.0649507,15.3963
1777916825,0.0536409,18.6425
1777916825,0.0629069,15.8965
1777916825,0.0547625,18.2607
1777916825,0.0619055,16.1537
1777916825,0.0548864,18.2194
1777916825,0.0618465,16.1691
1777916825,0.0561936,17.7956
1777916825,0.0539953,18.5201
1777916825,0.0623316,16.0432
1777916825,0.0538974,18.5538
1777916825,0.0630361,15.8639
1777916825,0.0544659,18.3601
1777916825,0.0621015,16.1027
1777916825,0.0546801,18.2882
1777916825,0.0620764,16.1092
1777916825,0.0555609,17.9983
1777916825,0.0609285,16.4127
1777916826,0.0578026,17.3003
1777916826,0.0586577,17.0481
1777916826,0.0584539,17.1075
1777916826,0.0585463,17.0805
1777916826,0.0584309,17.1142
1777916826,0.0591879,16.8953
1777916826,0.0655143,15.2638
1777916826,0.0521058,19.1917
1777916826,0.0646195,15.4752
1777916826,0.0526388,18.9974
1777916827,0.0620929,16.1049
1777916827,0.0550261,18.1732
1777916827,0.0616674,16.2160
1777916827,0.0560013,17.8567
1777916827,0.060405,16.5549
1777916827,0.0565968,17.6688
1777916827,0.0600518,16.6523
1777916827,0.0570893,17.5164
1777916827,0.0597098,16.7477
1777916827,0.0568583,17.5876
1777916828,0.0588733,16.9856
1777916828,0.0583157,17.1480
1777916828,0.0584547,17.1073
1777916828,0.0580683,17.2211
1777916828,0.0591678,16.9011
1777916828,0.0596241,16.7717
1777916828,0.0577963,17.3021
1777916828,0.0601129,16.6354
1777916828,0.059819,16.7171
1777916828,0.0588959,16.9791
1777916828,0.0596804,16.7559
1777916828,0.058963,16.9598
1777916828,0.0589154,16.9735
1777916828,0.0594485,16.8213
1777916828,0.0588362,16.9963
1777916828,0.0588578,16.9901
1777916828,0.05898,16.9549
1777916828,0.0588047,17.0054
1777916828,0.0588991,16.9782
1777916828,0.0588013,17.0064
1777916829,0.0597476,16.7371
1777916829,0.0600869,16.6426
1777916829,0.0594506,16.8207
1777916829,0.0599107,16.6915
1777916829,0.0603519,16.5695
1777916829,0.0582926,17.1548
1777916829,0.0594438,16.8226
1777916829,0.0602227,16.6050
1777916829,0.0604536,16.5416
1777916829,0.0586168,17.0600
1777916830,0.0584367,17.1125
1777916830,0.0586518,17.0498
1777916830,0.0589339,16.9682
1777916830,0.0590633,16.9310
1777916830,0.0593975,16.8357
1777916830,0.0595817,16.7837
1777916830,0.059347,16.8501
1777916830,0.0585469,17.0803
1777916830,0.0585985,17.0653
1777916830,0.0592596,16.8749
1777916830,0.0588476,16.9930
1777916830,0.0583911,17.1259
1777916830,0.0582905,17.1555
1777916830,0.0585244,17.0869
1777916830,0.0583125,17.1490
1777916830,0.0588892,16.9810
1777916830,0.0587049,17.0344
1777916830,0.0583879,17.1268
1777916830,0.0589862,16.9531
1777916830,0.0586703,17.0444
1777916831,0.0582411,17.1700
1777916831,0.0585734,17.0726
