t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777916808,41,37,2746,20.61,43
1777916809,43,39,2723,21.07,43
1777916810,7,7,2723,28.82,43
1777916811,7,7,2723,29.71,43
1777916812,8,6,2723,29.24,43
1777916813,7,6,2723,29.16,43
1777916814,41,36,2723,24.16,43
1777916815,44,39,2723,20.84,43
1777916816,44,39,2723,20.81,43
1777916817,43,39,2723,20.83,43
1777916818,43,39,2723,22.50,43
1777916819,7,7,2723,29.83,43
1777916820,6,7,2717,29.64,43
1777916821,7,6,2717,29.04,43
1777916822,9,7,2717,29.08,43
1777916823,47,41,2717,24.67,43
1777916824,45,40,2717,20.71,43
1777916825,44,40,2717,20.83,43
1777916826,45,40,2717,20.73,42
1777916827,45,41,2717,22.55,43
1777916828,7,7,2717,29.82,43
1777916829,6,6,2717,29.62,43
1777916830,9,7,2717,29.07,43
1777916831,8,6,2717,29.11,43
1777916832,45,46,2717,24.14,43
1777916833,44,39,2717,20.84,43
1777916834,44,39,2717,20.90,42
1777916835,44,40,2717,20.96,43
1777916836,44,39,2717,21.11,43
1777916837,7,7,2717,28.98,43
1777916838,7,7,2717,29.70,43
1777916839,9,7,2717,29.13,43
1777916840,9,7,2717,29.10,43
1777916841,41,36,2717,24.16,42
1777916842,44,39,2717,20.70,42
1777916843,43,39,2717,20.79,42
1777916844,44,39,2717,20.89,42
1777916845,42,38,2717,20.97,43
1777916846,5,6,2717,28.15,43
1777916847,5,6,2717,30.68,43
1777916848,42,38,2717,21.84,42
1777916849,43,38,2717,20.97,42
1777916850,42,38,2717,22.84,43
1777916851,5,6,2717,29.80,43
1777916852,6,6,2717,29.55,43
1777916853,8,6,2717,29.06,43
1777916854,9,7,2717,29.12,43
1777916855,44,38,2717,22.35,42
1777916856,43,38,2717,20.49,42
1777916857,43,39,2717,20.64,42
1777916858,43,38,2717,20.70,42
1777916859,43,39,2717,24.37,43
1777916860,7,7,2717,29.78,43
1777916861,7,6,2717,29.39,43
1777916862,9,6,2717,29.05,43
1777916863,9,7,2717,29.07,42
1777916864,44,39,2717,23.05,42
1777916865,44,39,2717,20.66,42
1777916866,43,39,2717,20.74,42
1777916867,43,38,2717,20.73,42
1777916868,42,38,2717,21.00,42
1777916869,7,7,2717,28.89,43
1777916870,7,7,2717,28.18,42
1777916871,46,41,2717,20.76,42
1777916872,44,39,2717,20.80,42
1777916873,7,7,2717,25.64,42
1777916874,6,6,2717,29.76,42
1777916875,8,7,2717,29.18,43
1777916876,9,7,2717,29.03,42
1777916877,9,7,2717,29.09,42
1777916878,46,40,2717,20.85,42
1777916879,45,40,2717,20.77,42
1777916880,46,41,2717,20.98,42
1777916881,45,40,2717,20.94,42
1777916882,7,7,2717,27.58,43
1777916883,7,7,2717,30.08,42
1777916884,45,40,2717,21.01,42
1777916885,45,40,2717,20.95,42
1777916886,44,40,2717,21.13,42
1777916887,6,7,2717,28.82,42
