t_unix,pid,cpu_pct_user,cpu_pct_system,cpu_pct_total,rss_kb
1777904488,3417713,105.00,3.00,108.00,3294888
1777904489,3417713,105.00,1.00,106.00,3294888
1777904490,3417713,106.00,1.00,107.00,3294888
1777904491,3417713,105.00,1.00,106.00,3294888
1777904492,3417713,105.00,2.00,107.00,3294888
1777904493,3417713,104.00,2.00,106.00,3294888
1777904494,3417713,106.00,2.00,108.00,3294888
1777904495,3417713,105.00,2.00,107.00,3294888
1777904496,3417713,105.00,1.00,106.00,3294888
1777904497,3417713,106.00,2.00,108.00,3294888
1777904498,3417713,105.00,1.00,106.00,3294888
1777904499,3417713,105.00,1.00,106.00,3294888
1777904500,3417713,105.00,2.00,107.00,3294888
1777904501,3417713,106.00,1.00,107.00,3294888
1777904502,3417713,106.00,1.00,107.00,3294888
1777904503,3417713,105.00,2.00,107.00,3294888
1777904504,3417713,105.00,1.00,106.00,3294888
1777904505,3417713,105.00,2.00,107.00,3294888
1777904506,3417713,105.00,2.00,107.00,3294888
1777904507,3417713,105.00,2.00,107.00,3294888
1777904508,3417713,105.00,2.00,107.00,3294888
1777904509,3417713,105.00,2.00,107.00,3294888
1777904510,3417713,106.00,0.00,106.00,3294888
1777904511,3417713,105.00,2.00,107.00,3294888
1777904512,3417713,105.00,2.00,107.00,3294888
1777904513,3417713,105.00,2.00,107.00,3294888
1777904514,3417713,104.00,2.00,106.00,3294888
1777904515,3417713,104.00,2.00,106.00,3294888
1777904516,3417713,106.00,2.00,108.00,3294888
1777904517,3417713,105.00,1.00,106.00,3294888
1777904518,3417713,105.00,2.00,107.00,3294888
1777904519,3417713,106.00,2.00,108.00,3294888
1777904520,3417713,104.00,2.00,106.00,3294888
1777904521,3417713,105.00,1.00,106.00,3294888
1777904522,3417713,105.00,2.00,107.00,3294888
1777904523,3417713,105.00,1.00,106.00,3294888
1777904524,3417713,104.00,2.00,106.00,3294888
1777904526,3417713,104.00,2.00,106.00,3294888
1777904527,3417713,105.00,2.00,107.00,3294888
1777904528,3417713,106.00,2.00,108.00,3294888
1777904529,3417713,105.00,1.00,106.00,3294888
1777904530,3417713,104.00,2.00,106.00,3294888
1777904531,3417713,105.00,2.00,107.00,3294888
1777904532,3417713,105.00,2.00,107.00,3294888
1777904533,3417713,105.00,2.00,107.00,3294888
1777904534,3417713,105.00,2.00,107.00,3294888
1777904535,3417713,105.00,2.00,107.00,3294888
1777904536,3417713,105.00,1.00,106.00,3294888
1777904537,3417713,105.00,2.00,107.00,3294888
1777904538,3417713,105.00,3.00,108.00,3294888
1777904539,3417713,104.00,2.00,106.00,3294888
1777904540,3417713,105.00,1.00,106.00,3294888
1777904541,3417713,105.00,2.00,107.00,3294888
1777904542,3417713,105.00,2.00,107.00,3294888
1777904543,3417713,105.00,2.00,107.00,3294888
1777904544,3417713,104.00,2.00,106.00,3294888
1777904545,3417713,105.00,2.00,107.00,3294888
1777904546,3417713,106.00,2.00,108.00,3294888
1777904547,3417713,104.00,2.00,106.00,3294888
1777904548,3417713,105.00,2.00,107.00,3294888
1777904549,3417713,105.00,1.00,106.00,3294888
1777904550,3417713,105.00,2.00,107.00,3294888
1777904551,3417713,105.00,2.00,107.00,3294888
1777904552,3417713,105.00,2.00,107.00,3294888
1777904553,3417713,105.00,2.00,107.00,3294888
1777904554,3417713,106.00,1.00,107.00,3294888
1777904555,3417713,105.00,1.00,106.00,3294888
1777904556,3417713,106.00,2.00,108.00,3294888
1777904557,3417713,105.00,2.00,107.00,3294888
1777904558,3417713,105.00,2.00,107.00,3294888
1777904559,3417713,105.00,2.00,107.00,3294888
1777904560,3417713,104.00,2.00,106.00,3294888
1777904561,3417713,106.00,2.00,108.00,3294888
1777904562,3417713,105.00,2.00,107.00,3294888
1777904563,3417713,106.00,2.00,108.00,3294888
1777904564,3417713,105.00,1.00,106.00,3294888
1777904565,3417713,105.00,2.00,107.00,3294888
1777904566,3417713,105.00,2.00,107.00,3294888
1777904567,3417713,105.00,2.00,107.00,3294888
