t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777904487,40,11,4153,32.63,46
1777904488,44,12,4181,32.06,46
1777904489,31,10,4181,32.35,46
1777904490,20,8,4181,31.93,46
1777904491,22,8,4182,31.80,46
1777904492,22,7,4182,31.62,46
1777904493,23,8,4182,31.54,46
1777904494,34,10,4182,31.87,46
1777904495,34,10,4182,35.11,47
1777904496,21,12,4182,45.94,47
1777904497,7,6,4182,40.37,46
1777904498,14,8,4182,31.42,46
1777904499,17,9,4182,31.13,46
1777904500,20,8,4182,31.33,46
1777904501,49,13,4182,32.19,46
1777904502,25,9,4182,32.11,46
1777904503,36,10,4182,32.25,46
1777904504,28,9,4182,32.35,46
1777904505,19,8,4182,31.77,46
1777904506,19,8,4182,31.75,46
1777904507,25,9,4182,32.11,46
1777904508,36,11,4182,32.06,46
1777904509,41,11,4182,32.05,46
1777904510,25,8,4182,31.98,46
1777904511,24,8,4182,31.93,46
1777904512,30,10,4182,32.03,46
1777904513,40,13,4182,32.41,46
1777904514,33,10,4182,32.21,46
1777904515,38,11,4182,32.18,46
1777904516,22,8,4182,31.78,46
1777904517,40,13,4182,31.92,46
1777904518,28,9,4182,32.31,46
1777904519,26,10,4182,31.68,46
1777904520,26,9,4182,31.74,46
1777904521,71,18,4183,33.05,46
1777904522,19,9,4131,32.62,46
1777904523,46,17,4131,32.85,46
1777904524,14,8,4131,30.92,46
1777904525,14,8,4131,30.98,46
1777904526,24,8,4131,31.25,46
1777904527,56,18,4131,32.30,46
1777904528,16,7,4134,31.28,46
1777904529,31,9,4133,31.87,46
1777904530,21,7,4133,31.41,46
1777904531,23,8,4133,31.32,46
1777904532,60,15,4133,32.25,46
1777904533,17,8,4132,31.42,46
1777904534,33,15,4135,32.96,46
1777904535,14,9,4135,32.78,46
1777904536,35,17,4137,33.22,46
1777904537,46,23,4260,37.12,46
1777904538,8,6,4260,38.69,46
1777904539,16,10,4260,34.73,46
1777904540,20,10,4258,32.17,46
1777904541,55,17,4258,31.67,46
1777904542,25,10,4257,31.79,46
1777904543,47,15,4176,31.96,46
1777904544,18,9,4176,31.81,46
1777904545,16,9,4176,31.84,46
1777904546,22,10,4176,31.51,46
1777904547,41,12,4176,32.35,46
1777904548,26,9,4176,31.82,46
1777904549,21,8,4176,31.81,46
1777904550,21,8,4176,31.21,46
1777904551,37,10,4176,31.71,46
1777904552,26,8,4176,31.92,46
1777904553,56,14,4176,32.57,46
1777904554,21,10,4176,31.14,46
1777904555,16,9,4176,31.69,46
1777904556,44,13,4176,32.36,46
1777904557,33,10,4176,32.23,46
1777904558,39,11,4176,32.14,46
1777904559,38,11,4176,32.24,46
1777904560,27,9,4176,32.51,46
1777904561,21,8,4176,31.98,46
1777904562,22,9,4176,32.01,46
1777904563,26,9,4176,31.80,46
1777904564,38,10,4176,32.19,46
1777904565,36,10,4176,32.45,46
1777904566,31,9,4176,31.79,46
