t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777904119,28,10,4100,31.59,44
1777904120,28,9,4128,31.56,44
1777904121,31,9,4128,31.68,44
1777904122,32,10,4128,31.74,44
1777904123,32,10,4128,31.77,44
1777904124,32,10,4128,32.12,44
1777904125,30,10,4128,31.68,44
1777904126,33,10,4128,31.72,44
1777904127,32,10,4128,31.77,44
1777904128,32,10,4128,31.76,44
1777904129,25,10,4128,32.81,44
1777904130,25,9,4128,31.65,44
1777904131,36,15,4128,32.68,44
1777904132,24,9,4128,31.86,44
1777904133,51,17,4128,32.53,44
1777904134,25,10,4128,33.08,44
1777904135,24,9,4128,31.59,44
1777904136,32,10,4128,31.68,44
1777904137,33,10,4128,31.84,44
1777904138,28,9,4128,32.55,44
1777904139,40,15,4128,33.46,44
1777904140,24,9,4128,32.01,44
1777904141,50,16,4128,32.15,44
1777904142,25,9,4128,32.53,44
1777904143,24,9,4128,31.64,44
1777904144,24,9,4128,32.69,44
1777904145,23,9,4128,31.63,44
1777904146,54,15,4128,31.90,44
1777904147,68,24,4587,33.16,44
1777904148,9,6,4587,43.35,45
1777904149,12,9,4587,46.60,45
1777904150,18,11,4587,33.53,44
1777904151,18,9,4588,32.90,44
1777904152,33,18,4588,33.44,44
1777904153,37,18,4588,33.29,44
1777904154,30,14,4587,34.23,44
1777904155,23,9,4586,32.22,44
1777904156,31,10,4585,32.56,44
1777904157,27,9,4585,32.11,44
1777904158,36,10,4585,32.03,44
1777904159,35,9,4585,32.08,44
1777904160,37,9,4585,32.05,44
1777904161,34,9,4585,32.06,44
1777904162,33,9,4585,31.99,44
1777904163,37,9,4585,32.13,44
1777904164,38,9,4585,32.21,44
1777904165,38,10,4587,32.22,44
1777904166,35,11,4587,32.48,44
1777904167,35,11,4586,32.24,44
1777904168,38,11,4586,32.34,44
1777904169,38,11,4586,32.35,44
1777904170,39,10,4586,32.28,44
1777904171,37,11,4586,32.08,44
1777904172,41,11,4586,32.08,44
1777904173,37,11,4586,32.12,44
1777904174,37,11,4586,32.05,44
1777904175,41,11,4586,32.22,44
1777904176,13,9,4134,38.54,45
1777904177,23,12,4298,48.90,46
1777904178,15,9,4298,41.63,45
1777904179,17,10,4298,32.35,44
1777904180,24,13,4297,31.77,44
1777904181,21,10,4297,31.56,44
1777904182,24,10,4297,31.80,44
1777904183,29,10,4297,31.66,44
1777904184,36,11,4308,32.27,44
1777904185,29,9,4186,32.38,44
1777904186,32,9,4186,31.72,44
1777904187,32,9,4186,31.81,44
1777904188,47,15,4187,32.58,45
1777904189,35,13,4187,32.70,44
1777904190,32,13,4187,32.76,44
1777904191,35,14,4184,33.14,44
1777904192,38,15,4168,32.68,45
1777904193,36,15,4132,33.70,44
1777904194,19,9,4132,32.46,44
1777904195,33,14,4131,32.21,44
1777904196,26,11,4283,32.59,44
1777904197,28,9,4283,32.14,44
1777904198,29,9,4283,31.76,44
