t_unix,interval_s,hz_inst
1777904124,0.0378488,26.4209
1777904124,0.512007,1.9531
1777904124,0.500429,1.9983
1777904124,0.498645,2.0054
1777904124,0.488127,2.0486
1777904124,0.46229,2.1631
1777904124,0.512196,1.9524
1777904124,0.453889,2.2032
1777904124,0.45281,2.2084
1777904124,0.452099,2.2119
1777904130,0.455691,2.1945
1777904130,0.449366,2.2254
1777904130,0.471078,2.1228
1777904130,0.440034,2.2726
1777904130,0.437818,2.2841
1777904130,0.453749,2.2039
1777904130,0.425767,2.3487
1777904130,0.470871,2.1237
1777904130,0.451788,2.2134
1777904130,0.431602,2.3169
1777904135,0.45668,2.1897
1777904135,0.500695,1.9972
1777904135,0.433277,2.3080
1777904135,0.435433,2.2966
1777904135,0.479264,2.0865
1777904135,0.431744,2.3162
1777904135,0.469562,2.1296
1777904135,0.53471,1.8702
1777904135,0.4804,2.0816
1777904135,0.49641,2.0145
1777904141,0.546132,1.8311
1777904141,0.449594,2.2242
1777904141,0.507123,1.9719
1777904141,0.438718,2.2794
1777904141,0.432306,2.3132
1777904141,0.468459,2.1347
1777904141,0.491419,2.0349
1777904141,0.439792,2.2738
1777904141,0.443201,2.2563
1777904141,0.463474,2.1576
1777904147,0.412369,2.4250
1777904147,0.450538,2.2196
1777904147,0.421719,2.3712
1777904147,0.453659,2.2043
1777904147,0.511397,1.9554
1777904147,0.46701,2.1413
1777904147,0.45807,2.1831
1777904147,0.471218,2.1222
1777904147,0.490047,2.0406
1777904147,0.501709,1.9932
1777904152,0.477589,2.0939
1777904152,0.482385,2.0730
1777904152,0.51035,1.9594
1777904152,0.499861,2.0006
1777904152,0.46735,2.1397
1777904152,0.458029,2.1833
1777904152,0.460908,2.1696
1777904152,0.494164,2.0236
1777904152,0.505367,1.9788
1777904152,0.437456,2.2859
1777904158,0.477388,2.0947
1777904158,0.508197,1.9677
1777904158,0.503046,1.9879
1777904158,0.494303,2.0231
1777904158,0.503026,1.9880
1777904158,0.480514,2.0811
1777904158,0.445579,2.2443
1777904158,0.439677,2.2744
1777904158,0.432932,2.3098
1777904158,0.472319,2.1172
1777904163,0.44164,2.2643
1777904163,0.42733,2.3401
1777904163,0.431317,2.3185
1777904163,0.435001,2.2988
1777904163,0.431064,2.3198
1777904163,0.444829,2.2481
1777904163,0.454808,2.1987
1777904163,0.418051,2.3921
1777904163,0.44705,2.2369
1777904163,0.435943,2.2939
1777904169,0.466834,2.1421
1777904169,0.441487,2.2651
1777904169,0.442377,2.2605
1777904169,0.438735,2.2793
1777904169,0.434853,2.2996
1777904169,0.453842,2.2034
1777904169,0.428654,2.3329
1777904169,0.466796,2.1423
1777904169,0.447727,2.2335
1777904169,0.463051,2.1596
1777904174,0.429833,2.3265
1777904174,0.464093,2.1547
1777904174,0.449511,2.2246
1777904174,0.474285,2.1084
1777904174,0.480838,2.0797
1777904174,0.481184,2.0782
1777904174,0.518313,1.9293
1777904174,0.42834,2.3346
1777904174,0.435124,2.2982
1777904174,0.46866,2.1337
1777904180,0.447303,2.2356
1777904180,0.505131,1.9797
1777904180,0.509106,1.9642
1777904180,0.469813,2.1285
1777904180,0.570174,1.7539
1777904180,0.497942,2.0083
1777904180,0.484352,2.0646
1777904180,0.503933,1.9844
1777904180,0.46158,2.1665
1777904180,0.46669,2.1428
1777904186,0.446418,2.2401
1777904186,0.470468,2.1255
1777904186,0.509462,1.9629
1777904186,0.537822,1.8594
1777904186,0.476503,2.0986
1777904186,0.507179,1.9717
1777904186,0.480096,2.0829
1777904186,0.560637,1.7837
1777904186,0.527828,1.8946
1777904186,0.447854,2.2329
1777904192,0.447252,2.2359
1777904192,0.48557,2.0594
1777904192,0.478037,2.0919
1777904192,0.484613,2.0635
1777904192,0.450372,2.2204
1777904192,0.451861,2.2131
1777904192,0.468892,2.1327
1777904192,0.475083,2.1049
1777904192,0.503187,1.9873
1777904192,0.46293,2.1602
1777904198,0.56952,1.7559
1777904198,0.487745,2.0503
1777904198,0.457286,2.1868
1777904198,0.456134,2.1923
1777904198,0.520511,1.9212
1777904198,0.481781,2.0756
1777904198,0.470122,2.1271
1777904198,0.559674,1.7868
1777904198,0.464865,2.1512
1777904198,0.534013,1.8726
