t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777902541,3,4,2761,43.58,44
1777902542,10,8,2790,40.63,43
1777902543,21,12,2792,30.44,43
1777902544,29,19,2792,33.59,44
1777902545,42,38,2790,33.15,43
1777902546,6,6,2712,30.01,43
1777902547,6,6,2790,29.77,43
1777902548,7,5,2790,29.30,43
1777902549,9,6,2712,29.03,43
1777902550,29,12,2712,30.98,43
1777902551,23,10,2712,30.67,43
1777902552,26,11,2712,30.55,43
1777902553,47,14,2712,31.21,43
1777902554,27,9,2712,30.98,43
1777902555,54,16,2714,31.35,43
1777902556,86,35,2712,37.29,44
1777902557,3,4,2712,43.67,44
1777902558,5,6,2712,36.04,43
1777902559,7,7,2712,29.35,43
1777902560,8,7,2792,31.36,43
1777902561,81,38,2714,32.82,43
1777902562,6,6,2712,31.27,43
1777902563,33,14,2712,30.82,43
1777902564,7,7,2790,30.35,43
1777902565,7,7,2790,29.23,43
1777902566,8,6,2712,29.19,43
1777902567,8,6,2712,29.30,43
1777902568,51,19,2712,32.10,43
1777902569,13,9,2634,30.98,43
1777902570,7,7,2634,31.33,43
1777902571,6,6,2634,31.14,43
1777902572,6,6,2635,29.82,43
1777902573,37,16,2635,31.29,43
1777902574,46,16,2711,30.95,43
1777902575,52,19,2711,31.46,44
1777902576,15,9,2633,31.65,43
1777902577,16,8,2711,30.83,43
1777902578,5,5,2711,29.97,43
1777902579,5,5,2711,29.52,43
1777902580,6,6,2711,30.96,43
1777902581,38,16,2523,32.85,43
1777902582,40,19,2594,33.40,44
1777902583,52,24,2590,33.92,44
1777902584,8,7,2590,31.71,43
1777902585,27,14,2589,30.26,43
1777902586,30,14,2646,31.56,43
1777902587,36,17,2646,32.26,43
1777902588,23,15,2635,31.50,43
1777902589,21,10,2595,30.66,43
1777902590,6,6,2595,30.04,43
1777902591,6,6,2600,29.82,43
1777902592,65,16,2599,31.40,44
1777902593,23,12,2599,30.82,43
1777902594,6,6,2668,30.92,43
1777902595,22,12,2668,31.57,43
1777902596,6,6,2668,29.26,43
1777902597,69,18,2668,30.54,43
1777902598,7,6,2668,30.36,43
1777902599,7,7,2668,30.40,43
1777902600,8,7,2668,30.57,43
1777902601,7,6,2670,31.04,44
1777902602,7,6,2674,29.92,43
1777902603,7,7,2692,31.62,43
1777902604,6,6,2692,31.28,43
1777902605,40,18,2692,33.37,44
1777902606,7,7,2692,31.43,43
1777902607,41,18,2692,31.35,43
1777902608,13,9,2692,31.70,44
1777902609,6,6,2692,29.99,43
1777902610,44,19,2692,32.16,43
1777902611,7,7,2692,29.44,43
1777902612,8,7,2692,29.66,43
1777902613,8,7,2692,30.18,43
1777902614,7,6,2692,30.00,43
1777902615,50,14,2692,30.44,43
1777902616,11,7,2692,29.58,43
1777902617,19,9,2692,30.21,43
1777902618,14,7,2692,29.45,43
1777902619,6,5,2692,29.05,43
1777902620,40,15,2692,30.81,43
