t_unix,interval_s,hz_inst
1777902572,2.13429,0.4685
1777902572,2.91915,0.3426
1777902572,2.86605,0.3489
1777902572,2.85057,0.3508
1777902572,2.89687,0.3452
1777902572,2.82168,0.3544
1777902572,2.89834,0.3450
1777902572,2.89244,0.3457
1777902572,2.82104,0.3545
1777902572,2.96475,0.3373
1777902608,2.84395,0.3516
1777902608,2.95311,0.3386
1777902608,3.18809,0.3137
1777902608,3.01699,0.3315
1777902608,2.88208,0.3470
1777902608,2.99476,0.3339
1777902608,2.95514,0.3384
1777902608,2.84511,0.3515
1777902608,2.8196,0.3547
1777902608,2.90289,0.3445
