t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777902174,3,4,2952,44.74,45
1777902175,3,4,2980,41.93,44
1777902176,4,5,2980,30.58,44
1777902177,6,6,2974,30.55,44
1777902178,6,6,2974,29.57,44
1777902179,7,5,2974,31.22,44
1777902180,15,7,2974,29.81,44
1777902181,8,6,2974,30.18,44
1777902182,7,5,2974,29.28,44
1777902183,8,6,2974,29.13,44
1777902184,7,5,2977,29.73,44
1777902185,24,15,2952,33.20,44
1777902186,14,9,2952,30.56,44
1777902187,24,9,2952,30.63,44
1777902188,17,7,2955,31.08,44
1777902189,3,4,3032,41.58,45
1777902190,7,5,2954,43.90,45
1777902191,6,5,2954,31.67,44
1777902192,6,6,2954,29.95,44
1777902193,6,5,2954,29.99,44
1777902194,53,15,2954,29.43,44
1777902195,9,6,2946,29.41,44
1777902196,8,6,2946,27.51,44
1777902197,41,36,2946,20.22,44
1777902198,43,38,2946,20.24,44
1777902199,43,38,2946,20.20,43
1777902200,43,38,2946,20.22,44
1777902201,43,38,2946,20.12,44
1777902202,43,39,2946,20.13,43
1777902203,43,38,2946,20.91,43
1777902204,3,4,2946,37.56,45
1777902205,3,4,2946,43.93,45
1777902206,16,11,2946,32.19,44
1777902207,31,16,2946,30.79,44
1777902208,22,11,2946,29.66,44
1777902209,7,7,2946,30.18,44
1777902210,37,14,2946,31.10,44
1777902211,24,11,2946,30.74,44
1777902212,7,6,2946,31.07,44
1777902213,52,21,2946,32.12,44
1777902214,30,15,3024,32.13,44
1777902215,28,16,2948,31.77,44
1777902216,39,21,2948,31.41,44
1777902217,7,6,2948,30.40,44
1777902218,7,6,2948,30.23,44
1777902219,8,6,2948,29.57,44
1777902220,14,6,2947,30.78,44
1777902221,7,5,2947,30.06,44
1777902222,31,11,2947,31.14,44
1777902223,29,10,2947,30.57,44
1777902224,7,5,2947,29.63,44
1777902225,29,10,2947,30.28,44
1777902226,11,6,2947,30.21,44
1777902227,43,13,2947,29.84,44
1777902228,7,6,2947,30.19,44
1777902229,54,15,2947,30.23,44
1777902230,34,11,2947,30.70,44
1777902231,7,6,2947,29.09,44
1777902232,7,5,2947,29.29,44
1777902233,8,6,2947,29.03,44
1777902234,33,11,2947,31.07,44
1777902235,16,6,2947,30.33,44
1777902236,35,12,2947,30.62,44
1777902237,16,8,2947,29.99,44
1777902238,41,12,2947,29.96,44
1777902239,8,6,2947,29.79,44
1777902240,34,11,2947,30.29,44
1777902241,36,13,2947,29.99,44
1777902242,8,6,2947,28.98,44
1777902243,32,11,2947,30.14,44
1777902244,8,6,2947,29.06,44
1777902245,8,6,2947,29.08,44
1777902246,97,75,2947,30.26,45
1777902247,13,9,2947,43.77,45
1777902248,5,6,2947,36.72,44
1777902249,28,14,2947,30.53,44
1777902250,17,9,2947,29.62,44
1777902251,35,12,2947,30.21,44
1777902252,34,12,2947,30.97,44
1777902253,32,11,2947,30.61,44
