t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777907977,38,24,3668,16.00,38
1777907978,48,28,3697,16.37,38
1777907979,45,27,3697,16.51,38
1777907980,41,25,3697,16.33,38
1777907981,40,25,3697,16.27,38
1777907982,40,26,3697,16.41,38
1777907983,43,28,3697,16.19,38
1777907984,39,26,3697,16.35,38
1777907985,18,12,3697,17.17,38
1777907986,22,14,3697,16.93,38
1777907987,43,27,3697,16.38,38
1777907988,40,26,3697,16.48,38
1777907989,42,27,3697,16.52,38
1777907990,37,25,3697,16.49,38
1777907991,23,15,3697,16.93,38
1777907992,20,13,3697,17.25,38
1777907993,46,28,3697,16.43,38
1777907994,44,28,3697,16.30,38
1777907995,44,28,3697,16.33,38
1777907996,42,27,3697,16.40,38
1777907997,40,27,3697,16.66,38
1777907998,21,14,3697,17.17,38
1777907999,20,13,3697,16.95,38
1777908000,41,27,3697,16.32,38
1777908001,37,23,3697,17.26,38
1777908002,19,13,3697,16.92,38
1777908003,40,26,3697,16.53,38
1777908004,42,27,3697,16.25,38
1777908005,41,27,3697,16.46,38
1777908006,43,29,3697,16.71,38
1777908007,22,14,3697,17.33,38
1777908008,21,13,3697,16.86,38
1777908009,45,29,3697,16.31,38
1777908010,43,28,3697,16.19,38
1777908011,47,29,3697,16.39,38
1777908012,44,29,3697,16.24,38
1777908013,42,28,3697,16.49,38
1777908014,42,28,3697,16.48,38
1777908015,42,27,3697,16.82,38
1777908016,21,14,3697,17.36,38
1777908017,44,27,3697,16.89,38
1777908018,42,27,3697,16.48,38
1777908019,8,7,3766,23.39,39
1777908020,13,9,3765,31.11,39
1777908021,14,9,3765,30.72,39
1777908022,22,8,3765,30.83,39
1777908023,24,8,3765,31.02,39
1777908024,25,8,3765,31.12,39
1777908025,30,10,3765,31.12,39
1777908026,29,9,3765,31.09,39
1777908027,28,9,3765,31.13,39
1777908028,28,9,3765,31.11,39
1777908029,28,9,3765,31.14,39
1777908030,27,8,3765,31.09,39
1777908031,26,8,3765,31.10,39
1777908032,27,8,3765,31.11,39
1777908033,26,8,3779,31.11,39
1777908034,100,15,3697,35.77,40
1777908035,4,2,3697,41.36,40
1777908036,16,12,3697,27.93,39
1777908037,20,13,3697,17.31,39
1777908038,22,14,3697,17.48,39
1777908039,42,27,3697,16.78,39
1777908040,44,27,3697,16.53,39
1777908041,40,26,3697,16.56,39
1777908042,42,27,3697,16.50,39
1777908043,39,26,3697,16.44,39
1777908044,21,13,3697,17.17,39
1777908045,21,13,3697,16.97,39
1777908046,43,27,3697,16.45,39
1777908047,40,26,3697,16.47,39
1777908048,41,26,3697,16.48,39
1777908049,39,25,3697,16.75,39
1777908050,22,14,3697,17.19,39
1777908051,22,14,3697,16.67,39
1777908052,40,25,3697,16.39,39
1777908053,39,25,3697,16.33,39
1777908054,41,27,3697,16.32,39
1777908055,40,25,3697,16.35,39
1777908056,37,25,3697,16.36,39
