t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777907242,43,27,4484,15.97,42
1777907243,43,27,4515,16.24,42
1777907244,44,27,4515,16.46,42
1777907245,40,26,4515,16.33,42
1777907246,40,26,4515,16.51,42
1777907247,41,27,4515,16.52,42
1777907248,20,13,4515,16.86,42
1777907249,20,13,4515,17.25,42
1777907250,40,26,4515,16.94,42
1777907251,43,27,4515,16.52,42
1777907252,40,26,4515,16.45,42
1777907253,20,13,4515,16.78,42
1777907254,22,14,4515,17.16,42
1777907255,44,27,4515,16.70,42
1777907256,40,26,4515,16.56,42
1777907257,43,27,4515,16.51,42
1777907258,40,26,4515,16.73,42
1777907259,21,13,4515,17.30,42
1777907260,46,28,4515,17.22,41
1777907261,44,27,4515,16.54,42
1777907262,43,27,4515,16.50,42
1777907263,40,26,4515,16.34,41
1777907264,39,25,4515,16.44,42
1777907265,40,26,4515,16.56,42
1777907266,37,25,4515,16.61,41
1777907267,20,13,4515,17.05,41
1777907268,21,13,4515,17.38,41
1777907269,42,26,4515,16.74,41
1777907270,38,25,4515,16.44,41
1777907271,40,26,4515,16.51,41
1777907272,38,25,4515,16.57,41
1777907273,19,13,4515,17.17,41
1777907274,19,12,4515,17.40,41
1777907275,39,25,4515,16.73,41
1777907276,40,26,4515,16.66,41
1777907277,42,26,4515,16.59,41
1777907278,40,26,4515,16.56,41
1777907279,37,25,4515,16.47,41
1777907280,21,13,4515,17.02,41
1777907281,21,14,4515,17.57,41
1777907282,39,26,4515,16.81,41
1777907283,43,27,4515,16.50,41
1777907284,42,27,4515,16.57,41
1777907285,100,79,4666,19.55,42
1777907286,8,6,4665,42.90,43
1777907287,15,9,4665,44.07,42
1777907288,18,9,4665,30.81,42
1777907289,22,9,4665,30.63,42
1777907290,24,9,4665,30.73,42
1777907291,27,9,4665,30.82,42
1777907292,28,9,4665,30.91,42
1777907293,28,9,4665,30.86,42
1777907294,25,8,4665,30.96,42
1777907295,25,8,4665,31.02,42
1777907296,24,8,4665,30.93,42
1777907297,25,8,4665,31.00,42
1777907298,25,8,4545,30.95,42
1777907299,25,8,4545,30.92,42
1777907300,25,8,4478,30.91,42
1777907301,11,2,4477,30.11,42
1777907302,19,13,4477,22.21,42
1777907303,24,14,4477,17.68,41
1777907304,42,26,4477,17.56,42
1777907305,41,26,4477,16.45,41
1777907306,43,27,4477,16.44,41
1777907307,41,27,4477,16.56,42
1777907308,43,27,4477,16.58,41
1777907309,21,13,4477,17.05,41
1777907310,22,14,4477,17.37,41
1777907311,43,28,4477,16.79,42
1777907312,43,29,4477,16.57,41
1777907313,44,29,4477,16.54,41
1777907314,43,28,4477,16.53,41
1777907315,42,28,4477,16.45,41
1777907316,20,13,4477,17.17,41
1777907317,45,28,4477,17.31,41
1777907318,44,27,4477,16.57,41
1777907319,43,28,4477,16.52,41
1777907320,45,28,4477,16.58,41
1777907321,24,16,4477,16.68,41
