t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777903391,17,7,2789,30.27,45
1777903392,18,7,2820,30.03,45
1777903393,23,8,2820,30.19,45
1777903394,19,8,2822,30.30,45
1777903395,76,27,2692,38.12,46
1777903396,3,4,2692,43.49,46
1777903397,5,6,2692,34.79,45
1777903398,6,6,2692,29.13,45
1777903399,7,6,2692,28.96,45
1777903400,7,6,2692,29.01,45
1777903401,44,39,2692,20.70,44
1777903402,45,39,2692,20.54,44
1777903403,42,38,2692,20.60,44
1777903404,42,38,2692,20.59,44
1777903405,42,38,2692,20.74,44
1777903406,42,38,2692,20.72,44
1777903407,42,38,2692,20.68,44
1777903408,43,39,2692,20.80,44
1777903409,43,38,2692,20.80,44
1777903410,44,39,2692,20.84,44
1777903411,43,39,2692,20.53,44
1777903412,42,38,2692,20.65,44
1777903413,42,38,2692,20.73,44
1777903414,41,38,2692,20.96,44
1777903415,40,37,2692,21.36,44
1777903416,5,5,2692,28.94,44
1777903417,5,5,2692,28.24,44
1777903418,74,61,2693,23.51,44
1777903419,8,7,2707,32.43,45
1777903420,8,7,2849,32.65,44
1777903421,19,12,2849,30.47,44
1777903422,6,6,2849,29.70,44
1777903423,21,11,2930,30.79,44
1777903424,11,6,2852,29.06,44
1777903425,10,5,2852,28.90,44
1777903426,9,6,2852,28.83,44
1777903427,37,33,2845,24.67,44
1777903428,40,36,2899,20.52,44
1777903429,40,36,2823,21.64,44
1777903430,9,9,2824,26.57,44
1777903431,6,6,2902,30.62,44
1777903432,11,7,3242,32.97,45
1777903433,4,4,3561,44.92,45
1777903434,8,7,3600,44.66,45
1777903435,11,9,3573,46.16,46
1777903436,13,11,3571,42.74,45
1777903437,28,20,3571,33.30,45
1777903438,25,17,3563,33.27,45
1777903439,9,7,3635,31.64,44
1777903440,38,17,3696,32.20,44
1777903441,57,23,3690,33.98,45
1777903442,39,22,3681,34.24,45
1777903443,24,14,3715,31.13,44
1777903444,12,9,3715,31.14,44
1777903445,16,11,3665,29.64,44
1777903446,15,8,3664,29.57,44
1777903447,15,8,3666,29.61,44
1777903448,24,11,3621,30.03,44
1777903449,17,8,3463,29.66,44
1777903450,14,7,3463,29.62,44
1777903451,38,12,3569,30.60,44
1777903452,8,6,3573,29.35,44
1777903453,20,12,3846,32.17,44
1777903454,37,21,3792,35.16,45
1777903455,37,20,3791,35.13,45
1777903456,37,20,3799,35.07,45
1777903457,36,20,3798,35.09,45
1777903458,37,20,3818,33.91,44
1777903459,6,6,3756,29.31,44
1777903460,32,11,3750,31.30,44
1777903461,6,5,3796,29.40,44
1777903462,6,5,3793,30.10,44
1777903463,6,5,3791,29.68,44
1777903464,18,8,3635,29.60,44
1777903465,7,5,3635,29.18,44
1777903466,40,34,3512,24.16,44
1777903467,43,37,3443,20.56,44
1777903468,43,37,3443,20.62,44
1777903469,42,38,3555,21.32,44
1777903470,19,14,3543,44.63,45
