t_unix,pid,cpu_pct_user,cpu_pct_system,cpu_pct_total,rss_kb
1777900890,3334690,111.00,2.00,113.00,18778432
1777900891,3334690,105.00,0.00,105.00,18778432
1777900892,3334690,108.00,0.00,108.00,18778432
1777900893,3334690,104.00,0.00,104.00,18778432
1777900894,3334690,104.00,0.00,104.00,18778432
1777900895,3334690,108.00,0.00,108.00,18778432
1777900896,3334690,105.00,0.00,105.00,18778432
1777900897,3334690,108.00,0.00,108.00,18778432
1777900898,3334690,104.00,0.00,104.00,18778432
1777900899,3334690,104.00,0.00,104.00,18778432
1777900900,3334690,109.00,0.00,109.00,18778432
1777900901,3334690,104.00,0.00,104.00,18778432
1777900902,3334690,104.00,0.00,104.00,18778432
1777900903,3334690,109.00,0.00,109.00,18778432
1777900904,3334690,104.00,0.00,104.00,18778432
1777900905,3334690,104.00,0.00,104.00,18778432
1777900906,3334690,109.00,0.00,109.00,18778432
1777900907,3334690,102.00,2.00,104.00,18778432
1777900908,3334690,108.00,1.00,109.00,18778432
1777900909,3334690,103.00,1.00,104.00,18778432
1777900910,3334690,104.00,1.00,105.00,18778432
1777900911,3334690,107.00,1.00,108.00,18778432
1777900912,3334690,103.00,1.00,104.00,18778432
1777900913,3334690,103.00,2.00,105.00,18778432
1777900914,3334690,107.00,1.00,108.00,18778432
1777900915,3334690,104.00,0.00,104.00,18778432
1777900916,3334690,104.00,1.00,105.00,18778432
1777900917,3334690,108.00,2.00,110.00,18778432
1777900918,3334690,102.00,2.00,104.00,18778432
1777900919,3334690,107.00,1.00,108.00,18778432
1777900920,3334690,103.00,1.00,104.00,18778432
1777900921,3334690,103.00,2.00,105.00,18778432
1777900922,3334690,106.00,2.00,108.00,18778432
1777900923,3334690,103.00,1.00,104.00,18778432
1777900924,3334690,103.00,2.00,105.00,18778432
1777900925,3334690,108.00,0.00,108.00,18778432
1777900926,3334690,103.00,2.00,105.00,18778432
1777900927,3334690,104.00,1.00,105.00,18778432
1777900928,3334690,107.00,1.00,108.00,18778432
1777900929,3334690,102.00,2.00,104.00,18778432
1777900930,3334690,107.00,1.00,108.00,18778432
1777900931,3334690,103.00,2.00,105.00,18778432
1777900932,3334690,103.00,1.00,104.00,18778432
1777900933,3334690,107.00,1.00,108.00,18778432
1777900935,3334690,103.00,1.00,104.00,18778432
1777900936,3334690,103.00,2.00,105.00,18778432
1777900937,3334690,108.00,1.00,109.00,18778432
1777900938,3334690,102.00,1.00,103.00,18778432
1777900939,3334690,103.00,2.00,105.00,18778432
1777900940,3334690,107.00,2.00,109.00,18778432
1777900941,3334690,103.00,1.00,104.00,18778432
1777900942,3334690,107.00,1.00,108.00,18778432
1777900943,3334690,104.00,1.00,105.00,18778432
1777900944,3334690,102.00,2.00,104.00,18778432
1777900945,3334690,107.00,2.00,109.00,18778432
1777900946,3334690,102.00,2.00,104.00,18778432
1777900947,3334690,103.00,2.00,105.00,18778432
1777900948,3334690,107.00,1.00,108.00,18778432
1777900949,3334690,103.00,1.00,104.00,18778432
1777900950,3334690,102.00,2.00,104.00,18778432
1777900951,3334690,107.00,1.00,108.00,18778432
1777900952,3334690,103.00,2.00,105.00,18778432
1777900953,3334690,107.00,2.00,109.00,18778432
1777900954,3334690,103.00,1.00,104.00,18778432
1777900955,3334690,102.00,2.00,104.00,18778432
1777900956,3334690,107.00,2.00,109.00,18778432
1777900957,3334690,103.00,1.00,104.00,18778432
1777900958,3334690,102.00,1.00,103.00,18778432
1777900959,3334690,107.00,2.00,109.00,18778432
1777900960,3334690,102.00,3.00,105.00,18778432
1777900961,3334690,102.00,1.00,103.00,18778432
1777900962,3334690,107.00,2.00,109.00,18778432
1777900963,3334690,103.00,1.00,104.00,18778432
1777900964,3334690,107.00,2.00,109.00,18778432
1777900965,3334690,107.00,1.00,108.00,18778432
1777900966,3334690,103.00,1.00,104.00,18778432
1777900967,3334690,107.00,2.00,109.00,18778432
1777900968,3334690,103.00,1.00,104.00,18778432
1777900969,3334690,102.00,2.00,104.00,18778432
