t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777900889,3,4,2094,43.66,47
1777900890,3,4,2124,40.80,46
1777900891,6,7,2124,30.97,46
1777900892,7,7,2124,29.50,46
1777900893,23,9,2124,30.38,46
1777900894,26,10,2124,30.02,46
1777900895,23,9,2124,30.27,46
1777900896,9,7,2124,29.81,46
1777900897,9,7,2124,27.23,46
1777900898,48,46,2124,20.73,46
1777900899,69,55,2124,21.19,46
1777900900,10,8,2124,28.99,46
1777900901,11,8,2124,30.81,46
1777900902,7,6,2124,29.50,46
1777900903,8,6,2124,29.67,46
1777900904,11,7,2124,30.21,46
1777900905,16,7,2124,29.91,46
1777900906,40,36,2124,22.28,46
1777900907,40,36,2124,22.48,46
1777900908,9,8,2124,32.61,46
1777900909,13,10,2124,32.20,46
1777900910,13,8,2124,29.87,46
1777900911,15,8,2124,29.85,46
1777900912,15,6,2124,26.93,46
1777900913,38,35,2124,20.15,45
1777900914,38,35,2124,20.26,45
1777900915,39,35,2124,20.48,45
1777900916,38,34,2124,20.23,45
1777900917,38,34,2124,20.48,45
1777900918,38,34,2124,20.41,45
1777900919,38,35,2124,20.24,45
1777900920,54,46,2124,21.09,45
1777900921,5,6,2124,29.43,46
1777900922,15,10,2124,31.03,45
1777900923,11,6,2124,29.72,45
1777900924,25,9,2124,30.17,45
1777900925,8,6,2124,29.86,46
1777900926,10,6,2124,29.75,45
1777900927,8,6,2124,26.96,45
1777900928,52,44,2126,24.50,46
1777900929,28,26,2124,49.30,47
1777900930,3,4,2124,40.11,46
1777900931,4,6,2124,29.88,46
1777900932,6,6,2124,29.33,45
1777900933,7,6,2124,29.30,45
1777900934,8,6,2124,29.12,45
1777900935,9,7,2124,29.16,45
1777900936,45,40,2124,28.28,46
1777900937,5,5,2124,43.65,46
1777900938,3,4,2124,37.49,46
1777900939,7,7,2124,29.43,45
1777900940,12,6,2124,28.45,45
1777900941,41,36,2124,20.44,45
1777900942,41,36,2124,20.24,45
1777900943,41,36,2124,20.56,45
1777900944,40,36,2124,20.18,45
1777900945,40,36,2124,20.85,45
1777900946,40,36,2124,20.01,45
1777900947,40,36,2124,19.91,45
1777900948,40,36,2124,19.91,45
1777900949,40,36,2124,20.07,45
1777900950,40,36,2124,20.04,45
1777900951,40,36,2124,20.03,45
1777900952,40,36,2124,20.03,44
1777900953,40,36,2124,20.00,44
1777900954,44,37,2124,20.13,45
1777900955,40,36,2124,19.95,44
1777900956,40,36,2124,20.05,44
1777900957,40,36,2124,21.42,45
1777900958,5,6,2124,31.59,45
1777900959,6,6,2124,31.19,45
1777900960,6,6,2124,29.24,45
1777900961,7,5,2124,28.90,45
1777900962,8,6,2124,28.96,45
1777900963,38,35,2124,21.83,44
1777900964,39,35,2127,20.05,44
1777900965,82,65,2124,28.34,46
1777900966,8,6,2127,44.46,46
1777900967,18,14,2127,39.68,45
1777900968,23,15,2124,32.78,45
