t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777903936,22,9,4040,30.23,43
1777903937,7,6,4070,29.64,43
1777903938,8,7,4070,30.02,43
1777903939,7,6,4070,29.05,43
1777903940,8,6,4070,27.46,43
1777903941,44,39,4070,20.62,43
1777903942,86,69,4070,30.43,44
1777903943,11,7,4070,44.42,44
1777903944,8,7,4070,36.61,43
1777903945,6,6,4070,29.35,43
1777903946,12,7,4070,29.99,44
1777903947,32,10,4070,30.37,43
1777903948,37,11,4070,29.99,43
1777903949,8,6,4070,30.03,44
1777903950,8,6,4070,30.15,43
1777903951,7,6,4070,30.64,43
1777903952,8,6,4070,30.97,43
1777903953,7,6,4070,29.61,43
1777903954,7,6,4070,31.45,43
1777903955,36,11,4070,30.94,43
1777903956,33,10,4070,30.76,43
1777903957,8,6,4070,29.51,43
1777903958,8,6,4070,30.32,43
1777903959,7,6,4070,29.06,43
1777903960,38,12,4070,29.84,43
1777903961,7,6,4070,29.77,43
1777903962,7,6,4070,29.41,43
1777903963,13,7,4228,29.96,43
1777903964,47,13,4228,31.28,43
1777903965,8,6,4220,30.00,43
1777903966,40,13,4220,30.64,43
1777903967,8,7,4220,29.11,43
1777903968,7,6,4220,29.19,43
1777903969,42,38,4220,21.48,43
1777903970,42,38,4220,20.64,43
1777903971,43,39,4220,20.64,43
1777903972,43,39,4220,20.81,43
1777903973,43,39,4220,20.85,43
1777903974,44,40,4220,20.71,43
1777903975,43,39,4220,20.57,43
1777903976,43,39,4220,20.63,43
1777903977,42,43,4220,21.08,43
1777903978,42,38,4220,21.46,43
1777903979,10,9,4223,29.24,43
1777903980,6,6,4222,29.95,43
1777903981,9,7,4222,30.62,43
1777903982,8,7,4222,30.52,43
1777903983,7,6,4222,30.50,43
1777903984,15,8,4222,29.77,43
1777903985,33,12,4222,32.45,43
1777903986,36,12,4218,31.70,43
1777903987,46,13,4254,30.75,43
1777903988,8,6,4253,30.73,43
1777903989,43,13,4253,31.59,43
1777903990,8,6,4253,29.24,43
1777903991,42,11,4250,30.35,43
1777903992,29,10,4249,31.13,43
1777903993,36,11,4215,32.75,43
1777903994,6,5,4237,31.52,43
1777903995,6,5,4237,30.74,43
1777903996,42,8,4045,31.68,43
1777903997,18,8,4066,31.13,43
1777903998,7,5,4060,30.50,43
1777903999,15,7,4056,30.68,43
1777904000,24,9,4039,30.64,43
1777904001,40,12,4059,30.74,43
1777904002,39,12,4059,30.67,43
1777904003,6,6,4073,30.08,43
1777904004,19,8,4073,31.88,43
1777904005,20,9,4073,31.12,43
1777904006,7,6,4073,29.29,43
1777904007,7,6,4073,29.08,43
1777904008,7,6,4073,29.14,43
1777904009,42,37,4073,22.87,43
1777904010,44,38,4073,20.76,43
1777904011,42,37,4073,20.55,43
1777904012,41,37,4073,21.13,43
1777904013,40,37,4073,22.64,43
1777904014,6,6,4073,29.80,43
1777904015,6,6,4073,29.63,43
