t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777903210,6,6,2660,31.85,47
1777903211,39,17,2691,32.30,47
1777903212,34,15,2805,32.31,47
1777903213,7,6,2805,30.18,47
1777903214,7,6,2983,30.59,47
1777903215,30,13,2983,31.66,47
1777903216,6,6,2983,29.89,47
1777903217,7,6,2983,29.55,47
1777903218,7,6,2983,29.49,47
1777903219,40,17,2907,32.78,47
1777903220,14,8,2907,30.13,47
1777903221,7,6,2907,30.01,47
1777903222,7,6,2907,29.41,46
1777903223,7,6,2907,29.37,47
1777903224,7,6,2907,29.43,47
1777903225,40,36,2907,24.28,46
1777903226,40,38,2907,20.69,46
1777903227,14,10,2891,31.58,48
1777903228,3,4,2891,45.92,48
1777903229,21,12,2891,37.81,47
1777903230,6,6,2891,31.11,47
1777903231,6,6,2891,29.85,46
1777903232,7,6,2891,29.47,47
1777903233,7,6,2891,29.47,46
1777903234,7,6,2891,29.41,46
1777903235,6,6,2891,32.89,47
1777903236,21,12,2891,30.91,47
1777903237,8,7,2815,30.83,46
1777903238,25,13,2818,31.89,47
1777903239,7,7,2818,29.89,46
1777903240,8,7,2818,29.37,46
1777903241,9,7,2818,29.52,46
1777903242,19,9,2816,30.90,46
1777903243,7,7,2816,29.83,46
1777903244,8,7,2816,29.71,46
1777903245,8,6,2816,29.52,46
1777903246,63,18,2816,30.22,46
1777903247,6,6,2816,31.32,46
1777903248,8,7,2816,29.33,46
1777903249,8,6,2816,29.30,46
1777903250,8,6,2816,29.43,46
1777903251,43,38,2816,22.93,46
1777903252,11,8,2814,35.06,47
1777903253,3,4,2814,45.82,47
1777903254,35,18,2814,35.08,46
1777903255,7,7,2814,32.26,46
1777903256,17,9,2814,29.90,46
1777903257,8,6,2814,29.76,46
1777903258,8,6,2814,29.40,46
1777903259,8,6,2814,29.41,46
1777903260,8,6,2813,30.08,46
1777903261,6,6,2813,31.57,46
1777903262,6,6,2813,29.40,46
1777903263,8,6,2813,29.26,46
1777903264,8,6,2813,29.15,46
1777903265,41,36,2814,21.60,46
1777903266,40,36,2815,21.51,46
1777903267,40,36,2815,20.88,46
1777903268,40,36,2815,20.93,46
1777903269,40,36,2815,21.09,46
1777903270,6,6,2815,23.05,46
1777903271,6,6,2815,29.96,46
1777903272,6,6,2815,29.73,46
1777903273,7,6,2815,29.15,46
1777903274,41,36,2815,26.23,45
1777903275,42,36,2815,20.83,45
1777903276,42,37,2815,20.90,45
1777903277,41,37,2815,20.98,45
1777903278,40,36,2815,21.02,45
1777903279,41,37,2815,21.02,45
1777903280,40,36,2815,21.13,45
1777903281,41,37,2815,20.67,45
1777903282,41,37,2815,20.79,45
1777903283,41,37,2815,21.07,45
1777903284,7,7,2815,24.57,45
1777903285,7,7,2815,29.91,45
1777903286,7,7,2815,29.55,45
1777903287,8,7,2815,29.22,45
1777903288,43,37,2815,24.63,45
1777903289,43,37,2815,20.79,45
