t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777901440,3,4,2295,43.18,45
1777901441,3,4,2326,40.60,44
1777901442,6,6,2326,29.62,44
1777901443,8,6,2326,25.25,44
1777901444,40,37,2326,21.57,44
1777901445,5,5,2326,35.50,45
1777901446,7,6,2324,38.42,44
1777901447,16,10,2327,32.17,44
1777901448,5,6,2325,33.41,44
1777901449,6,6,2323,30.25,44
1777901450,20,10,2157,31.92,44
1777901451,6,6,2157,30.06,44
1777901452,6,6,2220,31.77,44
1777901453,6,6,2220,30.21,44
1777901454,6,6,2220,29.31,44
1777901455,28,9,2192,30.29,44
1777901456,6,6,2192,29.27,44
1777901457,6,6,2192,30.64,44
1777901458,7,6,2192,29.54,44
1777901459,8,6,2249,31.51,44
1777901460,6,6,2249,31.61,44
1777901461,6,6,2248,31.52,44
1777901462,38,17,2249,32.91,44
1777901463,6,6,2249,29.64,44
1777901464,45,18,2249,31.47,44
1777901465,6,6,2249,29.45,44
1777901466,63,18,2192,30.67,44
1777901467,7,7,2192,29.37,44
1777901468,31,11,2178,31.75,44
1777901469,38,14,2178,33.62,44
1777901470,36,17,2220,34.05,44
1777901471,7,7,2220,30.23,44
1777901472,7,7,2220,29.06,44
1777901473,8,7,2220,29.10,44
1777901474,8,7,2220,29.09,44
1777901475,7,6,2220,28.94,44
1777901476,8,7,2220,25.13,44
1777901477,41,37,2220,20.28,44
1777901478,41,37,2220,20.23,43
1777901479,41,37,2220,20.73,44
1777901480,18,11,2220,37.15,45
1777901481,3,4,2223,45.53,45
1777901482,16,11,2223,34.30,44
1777901483,7,7,2223,29.31,44
1777901484,7,7,2223,29.06,44
1777901485,8,7,2223,28.97,44
1777901486,7,6,2221,29.36,44
1777901487,7,6,2221,28.88,44
1777901488,7,6,2221,25.22,44
1777901489,39,35,2221,20.53,44
1777901490,100,72,2159,33.46,46
1777901491,19,11,2137,47.56,45
1777901492,4,6,2167,34.96,44
1777901493,27,12,2167,32.05,44
1777901494,26,11,2167,32.22,44
1777901495,32,12,2167,32.26,44
1777901496,44,16,2157,33.55,44
1777901497,35,16,2157,34.05,44
1777901498,39,17,2157,34.04,44
1777901499,38,17,2157,33.96,44
1777901500,36,16,2157,33.12,44
1777901501,28,12,2157,32.06,44
1777901502,26,11,2157,32.11,44
1777901503,29,12,2250,32.17,44
1777901504,25,13,2274,33.28,44
1777901505,26,14,2190,33.54,44
1777901506,22,12,2190,32.47,44
1777901507,29,13,2190,32.47,44
1777901508,30,14,2242,33.47,44
1777901509,25,13,2170,33.26,44
1777901510,14,9,2170,33.28,44
1777901511,33,18,2212,33.21,44
1777901512,7,7,2212,29.67,44
1777901513,20,9,2214,30.33,44
1777901514,47,18,2214,31.34,44
1777901515,37,17,2475,33.62,44
1777901516,15,10,2435,32.85,44
1777901517,7,7,2435,29.83,44
1777901518,7,7,2435,29.25,44
1777901519,7,7,2435,29.35,44
