t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777907426,40,25,4364,15.86,40
1777907427,40,26,4395,16.21,40
1777907428,45,28,4395,16.43,40
1777907429,46,28,4395,16.36,40
1777907430,41,27,4395,16.38,40
1777907431,44,28,4395,16.43,40
1777907432,43,27,4395,16.54,40
1777907433,41,27,4395,16.60,40
1777907434,21,14,4395,17.22,40
1777907435,22,14,4395,17.08,40
1777907436,44,27,4395,16.27,40
1777907437,43,27,4395,16.44,40
1777907438,41,27,4395,16.38,40
1777907439,43,27,4395,16.49,40
1777907440,42,28,4395,16.39,40
1777907441,23,14,4395,17.25,40
1777907442,20,13,4395,17.34,40
1777907443,43,28,4395,16.57,40
1777907444,42,28,4395,16.46,40
1777907445,46,29,4395,16.47,40
1777907446,44,29,4395,16.32,40
1777907447,21,14,4395,17.12,40
1777907448,24,15,4395,17.35,40
1777907449,49,30,4395,16.61,40
1777907450,41,27,4395,16.56,40
1777907451,42,28,4395,16.64,40
1777907452,41,27,4395,16.82,40
1777907453,21,14,4395,17.21,40
1777907454,22,14,4395,17.00,39
1777907455,40,25,4395,16.49,40
1777907456,41,27,4395,16.64,40
1777907457,45,28,4395,16.61,40
1777907458,23,14,4395,17.14,40
1777907459,20,12,4395,17.36,40
1777907460,47,28,4395,16.64,40
1777907461,45,28,4160,21.60,40
1777907462,8,2,4160,33.47,40
1777907463,6,1,4160,27.70,40
1777907464,24,14,4160,18.46,40
1777907465,44,27,4160,17.02,40
1777907466,43,27,4160,16.60,40
1777907467,43,27,4160,16.64,40
1777907468,40,26,4310,16.69,40
1777907469,100,78,4269,24.86,40
1777907470,11,9,4269,32.76,40
1777907471,12,9,4269,32.07,40
1777907472,19,9,4269,30.72,40
1777907473,22,9,4269,30.72,40
1777907474,26,9,4269,30.69,40
1777907475,26,9,4269,30.79,40
1777907476,25,8,4269,30.78,40
1777907477,24,8,4269,30.75,40
1777907478,25,8,4269,30.76,40
1777907479,24,8,4269,30.80,41
1777907480,24,8,4269,30.80,40
1777907481,25,8,4269,30.84,40
1777907482,25,8,4269,30.83,41
1777907483,25,8,4269,30.80,40
1777907484,15,5,4201,33.84,41
1777907485,3,1,4200,41.38,42
1777907486,3,1,4200,32.15,41
1777907487,19,13,4200,18.55,40
1777907488,22,13,4200,17.50,40
1777907489,39,25,4200,16.83,40
1777907490,38,25,4200,16.34,40
1777907491,38,25,4200,16.43,40
1777907492,39,26,4200,16.41,40
1777907493,19,12,4200,17.04,40
1777907494,21,13,4200,17.30,40
1777907495,39,25,4200,16.55,40
1777907496,41,26,4200,16.42,40
1777907497,41,27,4200,16.45,40
1777907498,43,27,4200,16.43,40
1777907499,40,27,4200,16.52,40
1777907500,22,14,4200,17.24,40
1777907501,23,15,4200,17.33,40
1777907502,43,27,4200,16.61,40
1777907503,45,29,4200,16.57,40
1777907504,40,26,4200,16.55,40
1777907505,39,26,4200,16.42,40
