t_unix,pid,cpu_pct_user,cpu_pct_system,cpu_pct_total,rss_kb
1777916442,3659384,106.00,2.00,108.00,822588
1777916443,3659384,105.00,3.00,108.00,822588
1777916444,3659384,108.00,2.00,110.00,822588
1777916445,3659384,107.00,2.00,109.00,822588
1777916446,3659384,106.00,3.00,109.00,822588
1777916447,3659384,107.00,2.00,109.00,822588
1777916448,3659384,105.00,2.00,107.00,822588
1777916449,3659384,105.00,3.00,108.00,822588
1777916450,3659384,106.00,3.00,109.00,822588
1777916452,3659384,107.00,2.00,109.00,822588
1777916453,3659384,107.00,2.00,109.00,822588
1777916454,3659384,106.00,2.00,108.00,822588
1777916455,3659384,107.00,3.00,110.00,822588
1777916456,3659384,107.00,2.00,109.00,822588
1777916457,3659384,107.00,2.00,109.00,822588
1777916458,3659384,108.00,2.00,110.00,822588
1777916459,3659384,107.00,2.00,109.00,822588
1777916460,3659384,107.00,2.00,109.00,822588
1777916461,3659384,107.00,3.00,110.00,822588
1777916462,3659384,107.00,2.00,109.00,822588
1777916463,3659384,108.00,2.00,110.00,822588
1777916464,3659384,107.00,2.00,109.00,822588
1777916465,3659384,107.00,2.00,109.00,822588
1777916466,3659384,107.00,2.00,109.00,822588
1777916467,3659384,108.00,2.00,110.00,822588
1777916468,3659384,108.00,2.00,110.00,822588
1777916469,3659384,107.00,1.00,108.00,822588
1777916470,3659384,108.00,2.00,110.00,822588
1777916471,3659384,107.00,2.00,109.00,822588
1777916472,3659384,106.00,2.00,108.00,822588
1777916473,3659384,107.00,3.00,110.00,822588
1777916474,3659384,107.00,3.00,110.00,822588
1777916475,3659384,105.00,3.00,108.00,822588
1777916476,3659384,107.00,3.00,110.00,822588
1777916477,3659384,107.00,2.00,109.00,822588
1777916478,3659384,107.00,1.00,108.00,822588
1777916479,3659384,107.00,3.00,110.00,822588
1777916480,3659384,108.00,2.00,110.00,822588
1777916481,3659384,107.00,2.00,109.00,822588
1777916482,3659384,107.00,2.00,109.00,822588
1777916483,3659384,106.00,3.00,109.00,822588
1777916484,3659384,107.00,3.00,110.00,822588
1777916485,3659384,107.00,1.00,108.00,822588
1777916486,3659384,107.00,2.00,109.00,822588
1777916487,3659384,107.00,3.00,110.00,822588
1777916488,3659384,108.00,1.00,109.00,822588
1777916489,3659384,108.00,2.00,110.00,822588
1777916490,3659384,106.00,2.00,108.00,822588
1777916491,3659384,108.00,2.00,110.00,822588
1777916492,3659384,107.00,2.00,109.00,822588
1777916493,3659384,107.00,2.00,109.00,822588
1777916494,3659384,107.00,3.00,110.00,822588
1777916495,3659384,108.00,3.00,111.00,822588
1777916496,3659384,108.00,1.00,109.00,822588
1777916497,3659384,107.00,3.00,110.00,822588
1777916498,3659384,108.00,1.00,109.00,822588
1777916499,3659384,107.00,3.00,110.00,822588
1777916500,3659384,107.00,2.00,109.00,822588
1777916501,3659384,107.00,3.00,110.00,822588
1777916502,3659384,107.00,3.00,110.00,822588
1777916503,3659384,108.00,2.00,110.00,822588
1777916504,3659384,107.00,2.00,109.00,822588
1777916505,3659384,107.00,2.00,109.00,822588
1777916506,3659384,107.00,3.00,110.00,822588
1777916507,3659384,106.00,2.00,108.00,822588
1777916508,3659384,107.00,3.00,110.00,822588
1777916510,3659384,106.00,3.00,109.00,822588
1777916511,3659384,108.00,2.00,110.00,822588
1777916512,3659384,107.00,2.00,109.00,822588
1777916513,3659384,107.00,2.00,109.00,822588
1777916514,3659384,107.00,2.00,109.00,822588
1777916515,3659384,106.00,3.00,109.00,822588
1777916516,3659384,108.00,3.00,111.00,822588
1777916517,3659384,107.00,2.00,109.00,822588
1777916518,3659384,107.00,2.00,109.00,822588
1777916519,3659384,108.00,1.00,109.00,822588
1777916520,3659384,107.00,2.00,109.00,822588
1777916521,3659384,107.00,3.00,110.00,822588
1777916522,3659384,106.00,3.00,109.00,822588
