t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777907058,25,9,4554,31.13,47
1777907059,27,9,4585,31.22,47
1777907060,26,9,4585,31.28,47
1777907061,25,9,4585,31.25,47
1777907062,6,3,4517,30.99,47
1777907063,13,2,4516,26.92,47
1777907064,20,13,4516,17.68,47
1777907065,28,14,4516,17.97,47
1777907066,45,27,4516,17.17,47
1777907067,41,26,4516,16.82,47
1777907068,42,27,4516,16.78,46
1777907069,38,24,4516,16.70,46
1777907070,38,24,4516,16.73,46
1777907071,18,12,4516,17.34,46
1777907072,20,13,4516,17.51,46
1777907073,41,26,4516,16.99,46
1777907074,40,26,4516,16.93,46
1777907075,40,26,4516,16.89,46
1777907076,20,13,4516,17.40,46
1777907077,21,13,4516,17.24,46
1777907078,45,28,4516,16.64,46
1777907079,42,27,4516,16.68,46
1777907080,44,28,4516,16.62,46
1777907081,41,27,4516,16.70,46
1777907082,40,27,4516,16.76,46
1777907083,20,13,4516,17.34,46
1777907084,20,13,4516,17.47,46
1777907085,46,28,4516,16.81,46
1777907086,43,27,4516,16.80,46
1777907087,43,27,4516,16.67,46
1777907088,43,29,4516,16.67,46
1777907089,20,13,4516,17.44,46
1777907090,22,14,4516,17.35,46
1777907091,41,26,4516,16.71,46
1777907092,47,30,4516,16.71,45
1777907093,43,28,4516,16.65,46
1777907094,43,28,4516,16.71,45
1777907095,41,27,4516,16.96,45
1777907096,22,14,4516,17.46,45
1777907097,43,26,4516,17.00,45
1777907098,44,29,4516,16.56,45
1777907099,43,28,4516,16.66,45
1777907100,44,28,4583,17.67,45
1777907101,33,13,4583,32.27,47
1777907102,7,6,4583,48.22,47
1777907103,14,8,4583,36.09,46
1777907104,17,8,4583,30.96,46
1777907105,20,8,4583,30.95,46
1777907106,23,8,4583,31.04,46
1777907107,26,9,4583,31.10,46
1777907108,24,8,4583,31.05,46
1777907109,25,9,4583,31.02,46
1777907110,24,8,4583,31.05,46
1777907111,24,8,4583,31.11,46
1777907112,24,8,4583,31.12,46
1777907113,24,8,4583,31.08,46
1777907114,23,8,4583,31.03,46
1777907115,24,8,4516,31.02,46
1777907116,11,2,4515,24.50,45
1777907117,21,14,4515,17.68,45
1777907118,23,14,4515,17.63,45
1777907119,42,27,4515,16.81,45
1777907120,45,28,4515,16.75,45
1777907121,43,27,4515,16.65,45
1777907122,40,27,4515,16.56,45
1777907123,40,26,4515,16.56,45
1777907124,44,28,4515,16.96,45
1777907125,21,13,4515,17.49,45
1777907126,44,27,4515,17.13,45
1777907127,44,28,4515,16.80,45
1777907128,42,27,4515,16.81,45
1777907129,44,28,4515,17.02,45
1777907130,21,13,4515,17.50,45
1777907131,20,13,4515,17.01,45
1777907132,41,26,4515,16.59,45
1777907133,44,28,4515,16.64,45
1777907134,40,26,4515,16.57,45
1777907135,44,28,4515,16.59,45
1777907136,44,29,4515,16.55,45
1777907137,46,30,4515,16.96,44
