t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777907609,40,26,3853,15.88,39
1777907610,45,27,3883,16.27,39
1777907611,44,27,3883,16.41,39
1777907612,41,26,3883,16.44,39
1777907613,43,28,3883,16.44,39
1777907614,43,28,3883,16.35,39
1777907615,23,15,3883,16.92,39
1777907616,21,14,3883,17.23,39
1777907617,44,28,3883,16.53,39
1777907618,44,29,3883,16.30,39
1777907619,46,29,3883,16.39,39
1777907620,42,28,3883,16.29,39
1777907621,42,28,3883,16.73,39
1777907622,23,14,3883,17.24,39
1777907623,56,35,3883,16.82,39
1777907624,43,28,3883,16.40,39
1777907625,45,28,3883,16.39,39
1777907626,43,28,3883,16.36,39
1777907627,41,27,3883,16.36,39
1777907628,41,27,3883,16.74,39
1777907629,20,13,3883,17.22,39
1777907630,41,26,3883,16.93,39
1777907631,41,26,3883,16.50,39
1777907632,42,27,3883,16.51,39
1777907633,40,25,3883,16.36,39
1777907634,42,27,3883,16.44,39
1777907635,18,12,3883,17.01,39
1777907636,21,13,3883,17.24,39
1777907637,42,27,3883,16.65,39
1777907638,41,27,3883,16.44,39
1777907639,43,28,3883,16.93,39
1777907640,41,27,3883,17.56,39
1777907641,37,24,3883,16.88,39
1777907642,40,26,3883,16.35,39
1777907643,41,27,3883,16.32,39
1777907644,41,27,3883,16.65,39
1777907645,20,13,3883,17.11,39
1777907646,43,26,3883,16.69,39
1777907647,41,27,3883,16.44,39
1777907648,44,28,3883,16.46,39
1777907649,40,26,3883,16.64,39
1777907650,20,13,3883,17.25,39
1777907651,3,0,3953,22.87,40
1777907652,7,5,3952,44.34,40
1777907653,7,5,3952,40.35,40
1777907654,15,8,3952,30.80,40
1777907655,19,8,3952,30.73,40
1777907656,21,8,3952,30.67,39
1777907657,26,8,3952,30.77,40
1777907658,26,9,3952,30.79,40
1777907659,27,9,3952,30.83,40
1777907660,26,9,3952,30.82,40
1777907661,27,9,3952,30.81,40
1777907662,26,9,3952,30.83,40
1777907663,26,9,3952,30.84,40
1777907664,25,9,3952,30.77,40
1777907665,28,9,3952,30.75,40
1777907666,45,8,3884,30.48,40
1777907667,12,2,3883,24.60,39
1777907668,25,15,3883,17.38,39
1777907669,27,15,3883,17.48,39
1777907670,48,28,3883,16.20,39
1777907671,44,27,3883,16.09,39
1777907672,39,25,3883,16.22,39
1777907673,41,25,3883,16.31,39
1777907674,21,13,3883,16.80,39
1777907675,20,12,3883,17.19,39
1777907676,41,26,3883,16.48,39
1777907677,42,27,3883,16.24,39
1777907678,40,25,3961,16.88,39
1777907679,19,13,3961,16.75,39
1777907680,19,13,3961,16.51,39
1777907681,41,27,3961,16.23,39
1777907682,44,28,3961,16.37,39
1777907683,21,13,3961,17.08,39
1777907684,20,13,3961,17.04,39
1777907685,45,28,3961,16.33,39
1777907686,44,27,3961,16.37,39
1777907687,40,26,3961,16.31,39
1777907688,42,27,3961,16.22,39
