t_unix,interval_s,hz_inst
1777901656,1.7399,0.5747
1777901656,3.01101,0.3321
1777901656,3.04173,0.3288
1777901656,3.16969,0.3155
1777901656,3.14373,0.3181
1777901656,2.95357,0.3386
1777901656,2.95979,0.3379
1777901656,2.96664,0.3371
1777901656,3.05451,0.3274
1777901656,3.03468,0.3295
1777901690,2.86749,0.3487
1777901690,2.96164,0.3377
1777901690,2.89017,0.3460
1777901690,2.88302,0.3469
1777901690,2.79765,0.3574
1777901690,2.81362,0.3554
1777901690,2.80009,0.3571
1777901690,2.84426,0.3516
1777901690,2.87892,0.3474
1777901690,2.87548,0.3478
