t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777901072,3,3,1723,43.14,45
1777901073,3,4,1756,43.30,45
1777901074,4,5,1756,34.04,44
1777901075,45,34,1756,28.64,44
1777901076,41,36,1756,20.59,44
1777901077,41,36,1758,20.42,44
1777901078,11,11,1758,29.11,45
1777901079,3,4,1757,43.74,45
1777901080,15,12,2054,39.01,45
1777901081,13,8,1987,36.06,45
1777901082,3,4,1987,44.40,45
1777901083,12,7,1987,37.36,44
1777901084,36,10,1973,30.36,44
1777901085,31,11,1985,32.11,44
1777901086,46,13,2017,32.16,44
1777901087,7,6,2020,30.55,44
1777901088,32,12,2115,30.98,44
1777901089,39,12,2107,32.42,44
1777901090,30,12,2032,32.19,44
1777901091,38,10,2111,30.83,44
1777901092,62,13,2052,31.77,44
1777901093,23,9,2048,31.88,44
1777901094,12,8,2048,31.34,44
1777901095,41,11,2026,30.26,44
1777901096,51,12,2021,31.73,44
1777901097,39,11,2036,31.51,44
1777901098,7,6,2040,30.79,44
1777901099,50,12,2040,29.68,44
1777901100,8,7,2141,30.29,44
1777901101,7,6,2139,29.09,44
1777901102,10,6,2141,29.54,44
1777901103,43,38,2129,25.92,44
1777901104,46,40,2129,21.55,44
1777901105,14,5,2129,23.06,44
1777901106,3,4,2129,36.76,45
1777901107,6,6,2129,34.92,44
1777901108,8,7,2129,29.49,44
1777901109,53,42,2127,26.23,44
1777901110,6,6,2127,25.96,44
1777901111,5,5,2048,30.21,44
1777901112,20,10,2044,31.20,44
1777901113,6,6,2036,30.23,44
1777901114,6,6,2124,30.03,44
1777901115,21,6,2122,36.84,45
1777901116,3,4,2122,44.56,45
1777901117,4,5,2122,35.28,44
1777901118,22,10,2148,30.01,44
1777901119,6,6,2146,29.45,44
1777901120,28,10,2108,30.18,44
1777901121,58,15,2107,31.91,44
1777901122,22,11,2063,32.00,44
1777901123,26,10,2055,31.65,44
1777901124,33,11,2049,31.75,44
1777901125,23,11,2002,31.81,44
1777901126,22,11,1990,31.10,44
1777901127,28,11,2060,31.27,44
1777901128,43,11,2052,31.75,44
1777901129,12,9,2073,41.74,45
1777901130,19,9,2172,46.56,46
1777901131,5,7,2366,34.74,44
1777901132,23,13,2402,31.65,45
1777901133,3,4,2301,40.90,46
1777901134,12,5,2301,46.13,46
1777901135,5,7,2301,36.01,45
1777901136,12,8,2182,30.62,44
1777901137,12,8,2182,31.02,44
1777901138,46,11,2172,29.44,45
1777901139,40,12,2160,32.92,44
1777901140,45,13,2272,32.95,45
1777901141,10,7,2219,30.58,44
1777901142,7,7,2209,30.55,44
1777901143,40,12,2152,29.19,44
1777901144,8,7,2144,29.75,44
1777901145,8,6,2056,31.13,44
1777901146,15,6,2056,29.63,44
1777901147,7,6,2056,28.91,44
1777901148,7,6,2056,29.02,44
1777901149,43,38,2056,22.09,44
1777901150,90,66,2054,20.79,44
1777901151,5,5,2054,39.75,45
