t_unix,gpu_util_pct,mem_util_pct,mem_used_mb,power_w,temp_c
1777906874,24,8,4121,31.42,48
1777906875,95,31,4154,32.42,49
1777906876,14,8,4154,34.87,48
1777906877,13,8,4151,31.42,48
1777906878,20,8,4151,31.34,48
1777906879,23,8,4151,31.51,48
1777906880,24,8,4151,31.54,48
1777906881,25,8,4151,31.58,48
1777906882,25,9,4151,31.61,48
1777906883,25,9,4151,31.55,48
1777906885,26,9,4151,31.72,48
1777906885,26,9,4151,31.77,48
1777906887,31,9,4151,31.71,48
1777906888,27,9,4151,31.77,48
1777906889,92,33,4154,32.70,48
1777906890,14,9,4151,34.47,48
1777906891,14,9,4151,31.14,48
1777906892,24,9,4151,31.25,48
1777906893,27,9,4151,31.33,48
1777906894,26,9,4151,31.36,48
1777906895,28,9,4151,31.36,48
1777906896,28,8,4151,32.11,48
1777906897,31,9,4151,31.62,48
1777906898,27,10,4151,32.20,48
1777906899,21,9,4151,31.48,48
1777906900,27,8,4151,31.44,48
1777906901,28,8,4151,31.51,48
1777906902,25,8,4151,31.45,48
1777906903,25,8,4151,31.45,48
1777906904,26,8,4151,31.74,48
1777906905,26,8,4153,31.41,48
1777906906,24,8,4153,31.59,48
1777906907,25,8,4153,31.31,48
1777906908,24,8,4153,31.48,48
1777906909,8,5,4153,45.22,49
1777906910,3,4,4076,46.08,49
1777906911,23,12,4243,44.71,49
1777906912,12,8,4178,44.36,49
1777906913,33,17,4179,37.56,49
1777906914,13,8,4179,32.92,48
1777906915,36,16,4178,32.56,48
1777906916,35,16,4178,34.00,48
1777906917,13,8,4178,32.89,48
1777906918,17,10,4187,32.60,48
1777906919,13,8,4187,33.54,48
1777906920,38,19,4145,34.51,48
1777906921,37,19,4143,35.93,48
1777906922,22,12,4144,33.63,48
1777906923,17,9,4144,33.31,48
1777906924,14,8,4144,31.89,48
1777906925,17,8,4144,31.68,48
1777906926,27,9,4144,31.65,48
1777906927,22,8,4144,32.16,48
1777906928,37,10,4144,32.42,48
1777906929,49,11,4144,32.84,48
1777906930,10,7,4144,44.06,49
1777906931,7,6,4144,47.45,49
1777906932,35,17,4144,34.41,48
1777906933,18,11,4144,33.47,48
1777906934,13,9,4144,31.63,48
1777906935,19,12,4146,34.03,48
1777906936,36,16,4148,33.71,48
1777906937,14,9,4145,33.32,48
1777906938,16,9,4145,31.57,48
1777906939,25,11,4145,31.89,48
1777906940,20,9,4145,32.16,48
1777906941,24,9,4145,31.55,48
1777906942,38,10,4145,31.86,48
1777906943,41,11,4145,32.25,48
1777906944,28,8,4145,32.08,48
1777906945,28,8,4145,31.94,48
1777906946,34,10,4145,32.04,48
1777906947,26,8,4145,31.91,48
1777906948,25,8,4145,32.46,48
1777906949,25,8,4145,31.84,48
1777906950,42,11,4145,32.00,48
1777906951,23,8,4145,32.22,48
1777906952,25,8,4145,31.65,48
1777906953,24,8,4145,31.90,48
1777906954,31,9,4145,32.57,48
